"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Khris Middleton","MIL",29,1,1,0,37.1,25,8,20,40,4,9,44.4,5,5,100,2,6,8,6,1,0,0,2,42.6,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0,26,"2021-01-15"
"Immanuel Quickley","NYK",21,1,0,1,27.6,23,9,17,52.9,3,7,42.9,2,2,100,1,4,5,4,1,1,1,3,40,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,22,"2021-01-15"
"Coby White","CHI",20,1,0,1,44.4,22,8,20,40,4,9,44.4,2,2,100,1,8,9,7,4,0,0,5,39.3,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0,17,"2021-01-15"
"Tim Hardaway Jr.","DAL",28,1,0,1,37,22,9,17,52.9,4,9,44.4,0,0,0,0,6,6,0,0,0,1,3,32.2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,18,"2021-01-15"
"Jaylen Brown","BOS",24,1,1,0,25,21,6,12,50,2,5,40,7,7,100,0,2,2,8,2,1,0,1,36.4,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,25,"2021-01-15"
"LeBron James","LAL",36,1,1,0,30.5,21,6,11,54.5,2,6,33.3,7,7,100,1,7,8,11,3,1,0,3,47.1,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,32,"2021-01-15"
"Luguentz Dort","OKC",21,1,1,0,39.8,21,7,15,46.7,4,11,36.4,3,4,75,1,7,8,0,1,6,1,2,50.6,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,1,26,"2021-01-15"
"Zion Williamson","NOP",20,1,0,1,34.1,21,9,19,47.4,0,0,0,3,6,50,3,9,12,4,4,0,1,3,40.4,1,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,3,18,"2021-01-15"
"Brandon Ingram","NOP",23,1,0,1,34.8,20,9,15,60,2,4,50,0,1,0,1,2,3,5,4,2,1,2,36.1,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,18,"2021-01-15"
"Cam Reddish","ATL",21,1,0,1,28,20,8,13,61.5,4,5,80,0,0,0,2,3,5,0,3,1,0,3,26,0,0,-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,15,"2021-01-15"
"Marvin Bagley III","SAC",21,1,0,1,31.1,20,8,12,66.7,2,4,50,2,4,50,1,4,5,2,1,0,1,1,31,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,20,"2021-01-15"
"RJ Barrett","NYK",20,1,0,1,33,20,7,12,58.3,2,4,50,4,4,100,0,4,4,3,3,0,2,2,32.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,19,"2021-01-15"
"Marcus Morris Sr.","LAC",31,1,1,0,22,18,7,12,58.3,4,6,66.7,0,0,0,0,0,0,1,1,1,0,0,21.5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,16,"2021-01-15"
"Semi Ojeleye","BOS",26,1,1,0,20.5,18,6,10,60,3,6,50,3,4,75,0,6,6,1,0,0,0,2,26.7,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,20,"2021-01-15"
"Aaron Gordon","ORL",25,1,0,1,28.7,17,5,12,41.7,3,5,60,4,8,50,2,0,2,3,2,0,0,1,21.9,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,8,"2021-01-15"
"Anthony Davis","LAL",27,1,1,0,33.1,17,5,16,31.3,0,2,0,7,10,70,1,5,6,5,0,2,3,1,46.7,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,3,20,"2021-01-15"
"Bojan Bogdanovic","UTA",31,1,1,0,26.9,17,6,12,50,3,5,60,2,2,100,1,2,3,1,2,0,0,1,20.1,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,14,"2021-01-15"
"Jeff Teague","BOS",32,1,1,0,20.9,17,5,10,50,2,4,50,5,5,100,0,1,1,2,1,2,0,0,26.2,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,18,"2021-01-15"
"Richaun Holmes","SAC",27,1,0,1,30.5,17,8,11,72.7,0,1,0,1,1,100,1,4,5,1,1,0,0,4,23.5,0,0,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,15,"2021-01-15"
"Clint Capela","ATL",26,1,0,1,27.3,16,8,9,88.9,0,0,0,0,0,0,1,10,11,0,0,0,0,3,29.2,1,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,23,"2021-01-15"
"Jordan Clarkson","UTA",28,1,1,0,28.1,16,6,17,35.3,4,12,33.3,0,0,0,1,6,7,4,2,0,0,2,28.4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,0,14,"2021-01-15"
"Jrue Holiday","MIL",30,1,1,0,35,16,7,15,46.7,1,4,25,1,1,100,0,3,3,5,2,2,1,1,34.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,18,"2021-01-15"
"Kentavious Caldwell-Pope","LAL",27,1,1,0,24.7,16,6,11,54.5,4,6,66.7,0,0,0,0,1,1,1,1,1,0,0,20.7,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,15,"2021-01-15"
"Lauri Markkanen","CHI",23,1,0,1,35,16,5,14,35.7,3,9,33.3,3,3,100,1,5,6,0,2,1,2,5,30.2,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,0,9,"2021-01-15"
"Montrezl Harrell","LAL",26,1,1,0,20.9,16,8,10,80,0,0,0,0,1,0,3,2,5,1,0,1,0,1,26.5,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,21,"2021-01-15"
"Payton Pritchard","BOS",22,1,1,0,25.3,16,6,13,46.2,4,8,50,0,0,0,0,4,4,3,0,0,1,2,28.3,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,17,"2021-01-15"
"Wendell Carter Jr.","CHI",21,1,0,1,32.9,16,6,9,66.7,0,0,0,4,5,80,4,7,11,2,2,0,3,2,39.2,1,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,24,"2021-01-15"
"Cole Anthony","ORL",20,1,0,1,27.4,15,7,18,38.9,1,6,16.7,0,1,0,1,5,6,3,5,0,0,2,21.7,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,1,5,"2021-01-15"
"Dwayne Bacon","ORL",25,1,0,1,25.6,15,5,14,35.7,0,1,0,5,7,71.4,3,5,8,1,0,0,0,1,26.1,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,12,"2021-01-15"
"Kristaps Porzingis","DAL",25,1,0,1,29,15,6,19,31.6,2,7,28.6,1,2,50,2,8,10,1,4,0,2,1,30.5,1,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,1,9,"2021-01-15"
"Mike Conley","UTA",33,1,1,0,27.3,15,5,10,50,2,4,50,3,4,75,2,2,4,8,2,4,0,2,41.8,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,23,"2021-01-15"
"Nikola Vucevic","ORL",30,1,0,1,26,15,6,13,46.2,1,4,25,2,2,100,2,4,6,4,1,2,0,2,33.2,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,17,"2021-01-15"
"Rudy Gobert","UTA",28,1,1,0,28,15,6,7,85.7,0,0,0,3,6,50,3,10,13,1,1,0,4,1,43.1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,29,"2021-01-15"
"De'Aaron Fox","SAC",23,1,0,1,23.2,14,6,11,54.5,1,3,33.3,1,2,50,0,1,1,3,4,0,0,0,15.7,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,8,"2021-01-15"
"De'Andre Hunter","ATL",23,1,0,1,28.1,14,6,13,46.2,0,3,0,2,2,100,0,2,2,1,1,0,0,2,16.9,0,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,7,"2021-01-15"
"Harrison Barnes","SAC",28,1,0,1,33.7,14,4,12,33.3,1,3,33.3,5,5,100,1,5,6,4,1,1,0,0,29.2,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0,16,"2021-01-15"
"Isaiah Roby","OKC",22,1,1,0,25.7,14,6,12,50,1,3,33.3,1,2,50,0,4,4,3,0,0,0,6,23.3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,10,"2021-01-15"
"Kenrich Williams","OKC",26,1,1,0,27.3,14,6,6,100,1,1,100,1,2,50,1,4,5,2,0,2,0,1,29,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,23,"2021-01-15"
"Larry Nance Jr.","CLE",28,1,1,0,44.1,14,6,10,60,2,4,50,0,0,0,2,7,9,5,4,2,1,3,37.3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,22,"2021-01-15"
"Luke Kennard","LAC",24,1,1,0,29.6,14,6,8,75,2,2,100,0,0,0,0,5,5,6,0,0,1,3,32,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,23,"2021-01-15"
"Marcus Smart","BOS",26,1,1,0,27.8,14,5,13,38.5,4,10,40,0,0,0,0,2,2,2,1,1,0,2,21.4,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,0,10,"2021-01-15"
"Patrick Williams","CHI",19,1,0,1,36,14,5,7,71.4,2,3,66.7,2,2,100,2,5,7,2,3,0,2,3,28.4,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,17,"2021-01-15"
"Damyean Dotson","CLE",26,1,1,0,39.6,13,4,15,26.7,1,8,12.5,4,4,100,0,4,4,4,3,0,0,3,20.8,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,0,6,"2021-01-15"
"Isaac Okoro","CLE",19,1,1,0,41.7,13,4,8,50,1,3,33.3,4,4,100,1,1,2,4,2,2,2,0,31.4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,19,"2021-01-15"
"James Johnson","DAL",33,1,0,1,29.2,13,5,9,55.6,2,5,40,1,2,50,0,0,0,3,1,2,2,5,28.5,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,9,"2021-01-15"
"John Collins","ATL",23,1,0,1,25.9,13,5,11,45.5,0,3,0,3,4,75,1,3,4,2,2,2,0,2,24.8,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,10,"2021-01-15"
"Terance Mann","LAC",24,1,1,0,30.2,13,5,8,62.5,2,3,66.7,1,4,25,4,5,9,1,3,3,0,2,31.3,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,17,"2021-01-15"
"Trey Burke","DAL",28,1,0,1,27.7,13,5,12,41.7,3,6,50,0,0,0,2,1,3,1,0,0,0,1,18.1,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,9,"2021-01-15"
"Dennis Schroder","LAL",27,1,1,0,29.8,12,4,14,28.6,1,7,14.3,3,4,75,3,2,5,4,1,4,0,4,35,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,1,11,"2021-01-15"
"JJ Redick","NOP",36,1,0,1,25.6,12,4,11,36.4,3,10,30,1,1,100,1,5,6,0,3,0,0,0,16.2,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,0,8,"2021-01-15"
"Khem Birch","ORL",28,1,0,1,32.9,12,5,8,62.5,0,1,0,2,2,100,7,5,12,2,1,1,0,1,31.4,1,0,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,22,"2021-01-15"
"Nickeil Alexander-Walker","NOP",22,1,0,1,20.2,12,5,8,62.5,2,3,66.7,0,0,0,0,3,3,2,5,0,0,5,13.6,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,4,"2021-01-15"
"Brook Lopez","MIL",32,1,1,0,33.7,11,4,12,33.3,2,5,40,1,2,50,1,10,11,1,0,0,1,0,28.7,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,1,17,"2021-01-15"
"Kyle Kuzma","LAL",25,1,1,0,22.4,11,3,10,30,3,4,75,2,3,66.7,3,10,13,1,1,1,0,1,30.1,1,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,18,"2021-01-15"
"Mike Muscala","OKC",29,1,1,0,27.1,11,3,9,33.3,2,7,28.6,3,3,100,2,4,6,0,1,0,1,1,20.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,12,"2021-01-15"
"Reggie Jackson","LAC",30,1,1,0,18.1,11,4,9,44.4,3,6,50,0,0,0,0,4,4,3,0,1,0,2,23.3,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,14,"2021-01-15"
"Willie Cauley-Stein","DAL",27,1,0,1,30.5,11,5,7,71.4,0,0,0,1,2,50,3,7,10,1,0,0,1,4,27.5,1,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,16,"2021-01-15"
"Chimezie Metu","SAC",23,1,0,1,17.5,10,4,11,36.4,0,2,0,2,4,50,4,4,8,3,0,0,0,3,24.1,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,2,9,"2021-01-15"
"Georges Niang","UTA",27,1,1,0,21.1,10,4,8,50,2,6,33.3,0,0,0,0,6,6,3,3,0,0,2,18.7,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,12,"2021-01-15"
"Javonte Green","BOS",27,1,1,0,20.9,10,4,6,66.7,0,2,0,2,3,66.7,1,1,2,1,1,2,0,2,18.9,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,11,"2021-01-15"
"Kevin Huerter","ATL",22,1,0,1,22,10,5,11,45.5,0,4,0,0,1,0,0,1,1,2,0,1,0,1,17.2,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,6,"2021-01-15"
"Theo Maledon","OKC",19,1,1,0,14.9,10,4,8,50,2,5,40,0,0,0,0,3,3,2,2,0,0,1,14.6,0,0,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,10,"2021-01-15"
"Alex Caruso","LAL",26,1,1,0,17.9,9,3,4,75,3,3,100,0,0,0,0,3,3,4,0,1,1,0,24.6,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,19,"2021-01-15"
"Buddy Hield","SAC",28,1,0,1,29.3,9,3,11,27.3,2,9,22.2,1,1,100,0,1,1,5,2,1,0,3,18.7,0,0,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,0,3,"2021-01-15"
"Darius Bazley","OKC",20,1,1,0,27.6,9,3,12,25,1,3,33.3,2,3,66.7,0,5,5,2,4,2,0,2,20,0,0,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,1,4,"2021-01-15"
"Elfrid Payton","NYK",26,1,0,1,20.5,9,4,7,57.1,0,1,0,1,1,100,1,2,3,0,3,0,0,0,9.6,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,6,"2021-01-15"
"Jordan Bone","ORL",23,1,0,1,26.8,9,4,8,50,1,3,33.3,0,0,0,0,3,3,0,0,1,0,2,15.6,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,7,"2021-01-15"
"Bobby Portis","MIL",25,1,1,0,17.4,8,3,8,37.5,1,1,100,1,3,33.3,5,8,13,0,0,0,0,1,23.6,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,15,"2021-01-15"
"Daniel Theis","BOS",28,1,1,0,20.7,8,4,5,80,0,0,0,0,0,0,3,7,10,0,0,0,0,2,20,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,17,"2021-01-15"
