"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"DeMar DeRozan","SAS",31,1,1,0,32.3,20,6,9,66.7,0,0,0,8,8,100,1,5,6,11,4,2,0,0,45.7,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,34,"2021-01-18"
"Joe Harris","BKN",29,1,1,0,37,20,7,12,58.3,5,7,71.4,1,2,50,0,6,6,1,0,0,0,1,28.7,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,22,"2021-01-18"
"Trae Young","ATL",22,1,1,0,32.3,20,3,8,37.5,2,5,40,12,13,92.3,0,8,8,13,6,3,0,5,52.1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,29,"2021-01-18"
"Eric Paschall","GSW",24,1,1,0,19.3,19,8,11,72.7,0,1,0,3,4,75,1,3,4,3,0,1,0,1,31.3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,24,"2021-01-18"
"LeBron James","LAL",36,1,0,1,38,19,6,16,37.5,2,7,28.6,5,8,62.5,0,5,5,5,5,1,0,1,30.5,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,3,11,"2021-01-18"
"Pascal Siakam","TOR",26,1,1,0,33.8,19,7,19,36.8,0,4,0,5,5,100,0,3,3,5,3,0,0,2,27.1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,0,12,"2021-01-18"
"Terrence Ross","ORL",29,1,0,1,33,19,5,16,31.3,4,8,50,5,6,83.3,0,3,3,3,3,0,1,3,27.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,1,8,"2021-01-18"
"Aaron Gordon","ORL",25,1,0,1,36,18,6,18,33.3,2,7,28.6,4,4,100,7,10,17,9,4,0,2,2,53.9,1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0,28,"2021-01-18"
"Andrew Wiggins","GSW",25,1,1,0,31.8,18,7,11,63.6,3,5,60,1,3,33.3,0,3,3,1,0,1,0,4,26.1,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,15,"2021-01-18"
"Deandre Ayton","PHX",22,1,0,1,34.6,18,7,14,50,0,2,0,4,5,80,4,12,16,3,3,0,1,2,41.7,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,25,"2021-01-18"
"Duncan Robinson","MIA",26,1,1,0,36.3,18,6,9,66.7,6,9,66.7,0,0,0,0,3,3,3,3,0,0,2,23.1,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,18,"2021-01-18"
"Kendrick Nunn","MIA",25,1,1,0,34,18,8,15,53.3,2,4,50,0,0,0,1,4,5,3,2,2,1,3,35.5,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,19,"2021-01-18"
"Lauri Markkanen","CHI",23,1,1,0,33.7,18,5,12,41.7,4,11,36.4,4,4,100,0,7,7,0,2,2,0,3,30.4,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,0,17,"2021-01-18"
"Anthony Davis","LAL",27,1,0,1,37,17,6,16,37.5,0,1,0,5,7,71.4,5,12,17,7,1,2,3,3,61.9,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,2,30,"2021-01-18"
"Brandon Clarke","MEM",24,1,1,0,34.8,17,8,13,61.5,1,1,100,0,0,0,2,3,5,3,1,2,0,1,32.5,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,22,"2021-01-18"
"Ja Morant","MEM",21,1,1,0,34.1,17,5,10,50,1,2,50,6,8,75,0,3,3,10,4,2,1,1,40.6,1,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,23,"2021-01-18"
"Kevin Huerter","ATL",22,1,1,0,40.8,17,7,16,43.8,3,8,37.5,0,0,0,0,6,6,8,2,4,0,0,46.2,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,0,26,"2021-01-18"
"Mikal Bridges","PHX",24,1,0,1,30.8,17,6,9,66.7,2,5,40,3,7,42.9,4,4,8,2,1,1,1,2,34.6,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,19,"2021-01-18"
"Montrezl Harrell","LAL",26,1,0,1,28.2,17,7,8,87.5,0,0,0,3,5,60,2,6,8,1,0,0,2,2,34.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,23,"2021-01-18"
"Norman Powell","TOR",27,1,1,0,22.5,17,6,11,54.5,1,3,33.3,4,5,80,0,2,2,2,1,1,0,2,24.4,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,15,"2021-01-18"
"Trey Burke","DAL",28,1,0,1,26.1,17,5,11,45.5,2,6,33.3,5,5,100,0,0,0,3,0,2,0,2,27.5,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,14,"2021-01-18"
"Chris Paul","PHX",35,1,0,1,31.3,16,7,13,53.8,2,5,40,0,0,0,0,3,3,7,6,2,0,4,30.1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,12,"2021-01-18"
"Grayson Allen","MEM",25,1,1,0,26,16,4,8,50,2,5,40,6,7,85.7,0,6,6,3,4,1,0,0,26.7,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,19,"2021-01-18"
"Brook Lopez","MIL",32,1,0,1,33.6,15,5,11,45.5,2,8,25,3,4,75,1,6,7,0,1,1,2,2,31.4,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1,15,"2021-01-18"
"James Johnson","DAL",33,1,0,1,27.3,15,6,11,54.5,2,6,33.3,1,1,100,0,6,6,2,2,0,1,3,26.2,0,0,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,14,"2021-01-18"
"John Collins","ATL",23,1,1,0,35.9,15,6,8,75,1,2,50,2,2,100,1,6,7,2,2,0,4,2,36.4,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,24,"2021-01-18"
"Kyle Kuzma","LAL",25,1,0,1,24.8,15,6,11,54.5,3,7,42.9,0,0,0,2,8,10,0,2,0,0,4,25,1,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,14,"2021-01-18"
"Luka Doncic","DAL",21,1,0,1,34.6,15,4,11,36.4,0,3,0,7,8,87.5,2,5,7,9,3,0,0,0,33.9,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,20,"2021-01-18"
"Malik Beasley","MIN",24,1,0,1,33.7,15,5,17,29.4,4,10,40,1,1,100,0,5,5,3,3,1,1,3,28.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,0,7,"2021-01-18"
"Mason Plumlee","DET",30,1,0,1,35.5,15,7,10,70,0,0,0,1,3,33.3,4,3,7,4,2,2,0,6,33.4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,15,"2021-01-18"
"Carmelo Anthony","POR",36,1,0,1,26.4,14,6,13,46.2,2,3,66.7,0,0,0,0,3,3,2,1,2,1,2,28.6,0,0,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,12,"2021-01-18"
"Jeff Green","BKN",34,1,1,0,37.1,14,5,6,83.3,4,5,80,0,0,0,0,6,6,1,1,0,0,1,21.7,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,20,"2021-01-18"
"Denzel Valentine","CHI",27,1,1,0,24.5,13,5,13,38.5,3,6,50,0,0,0,0,8,8,3,1,0,0,0,26.1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,17,"2021-01-18"
"Garrett Temple","CHI",34,1,1,0,32.3,13,4,9,44.4,3,7,42.9,2,2,100,0,2,2,2,2,1,0,2,19.4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,11,"2021-01-18"
"Jalen Brunson","DAL",24,1,0,1,27.4,13,4,10,40,3,4,75,2,2,100,0,2,2,2,3,1,0,3,18.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,6,"2021-01-18"
"OG Anunoby","TOR",23,1,1,0,32.9,13,5,12,41.7,3,5,60,0,0,0,3,8,11,0,1,2,1,1,34.2,1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,20,"2021-01-18"
"Reggie Bullock","NYK",29,1,1,0,30.3,13,4,11,36.4,2,8,25,3,3,100,0,3,3,2,1,1,0,0,21.6,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,13,"2021-01-18"
"Anthony Edwards","MIN",19,1,0,1,30.4,12,5,16,31.3,2,5,40,0,0,0,1,4,5,2,1,0,0,2,20,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,0,5,"2021-01-18"
"DeAndre Jordan","BKN",32,1,1,0,37.6,12,6,6,100,0,0,0,0,0,0,4,8,12,3,5,1,2,3,34.9,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24,"2021-01-18"
"Devin Booker","PHX",24,1,0,1,35.3,12,5,21,23.8,2,6,33.3,0,0,0,0,3,3,4,3,2,0,4,24.6,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,0,-2,"2021-01-18"
"Elfrid Payton","NYK",26,1,1,0,33.2,12,6,11,54.5,0,0,0,0,0,0,2,0,2,4,1,2,0,1,25.4,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,15,"2021-01-18"
"Josh Jackson","DET",23,1,0,1,20.6,12,5,11,45.5,2,6,33.3,0,1,0,0,0,0,0,1,0,1,0,14,0,0,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,5,"2021-01-18"
"Thaddeus Young","CHI",32,1,1,0,25.3,12,5,11,45.5,1,2,50,1,2,50,5,4,9,3,1,1,0,1,29.3,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,18,"2021-01-18"
"Xavier Tillman","MEM",22,1,1,0,28.7,12,5,8,62.5,1,2,50,1,2,50,2,4,6,1,1,2,0,4,25.7,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,14,"2021-01-18"
"Immanuel Quickley","NYK",21,1,1,0,14.8,11,4,10,40,1,3,33.3,2,2,100,0,1,1,2,0,0,0,2,15.2,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,8,"2021-01-18"
"Jae'Sean Tate","HOU",25,1,0,1,30.4,11,4,8,50,3,5,60,0,0,0,0,6,6,0,1,0,1,4,20.2,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,9,"2021-01-18"
"Jakob Poeltl","SAS",25,1,1,0,21.5,11,5,7,71.4,0,0,0,1,2,50,6,1,7,1,2,0,3,4,27.9,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,15,"2021-01-18"
"Tyus Jones","MEM",24,1,1,0,22.2,11,5,8,62.5,1,2,50,0,0,0,2,3,5,3,0,1,0,0,24.5,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,19,"2021-01-18"
