"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Duncan Robinson","MIA",26,1,0,1,33.9,22,9,14,64.3,4,8,50,0,0,0,0,2,2,1,3,0,0,3,22.9,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,14,"2021-01-14"
"Terry Rozier","CHA",26,1,0,1,37.1,22,10,16,62.5,2,4,50,0,0,0,0,3,3,5,1,2,1,0,41.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,26,"2021-01-14"
"Gabe Vincent","MIA",24,1,0,1,34.6,21,6,17,35.3,4,11,36.4,5,6,83.3,0,2,2,8,5,0,0,3,30.4,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,1,11,"2021-01-14"
"P.J. Washington","CHA",22,1,0,1,33.2,20,7,14,50,1,3,33.3,5,6,83.3,3,8,11,1,3,1,2,4,40.7,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,20,"2021-01-14"
"James Wiseman","GSW",19,1,0,1,27.4,18,8,13,61.5,0,0,0,2,2,100,1,4,5,2,1,1,2,4,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,18,"2021-01-14"
"Tobias Harris","PHI",28,1,1,0,29.8,18,7,13,53.8,2,4,50,2,2,100,0,4,4,2,0,1,0,2,28.8,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,19,"2021-01-14"
"Fred VanVleet","TOR",26,1,1,0,35.5,17,6,20,30,5,15,33.3,0,0,0,0,1,1,8,4,0,0,1,26.2,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14,0,9,"2021-01-14"
"Jamal Murray","DEN",23,1,1,0,37.5,17,6,18,33.3,1,8,12.5,4,6,66.7,2,7,9,6,3,2,0,3,39.8,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,2,16,"2021-01-14"
"Tyler Herro","MIA",20,1,0,1,31.9,17,7,16,43.8,1,2,50,2,3,66.7,0,6,6,3,3,1,0,1,28.7,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,13,"2021-01-14"
"Will Barton","DEN",30,1,1,0,32,17,6,15,40,3,8,37.5,2,3,66.7,1,3,4,3,0,1,1,4,32.3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,1,14,"2021-01-14"
"Andrew Wiggins","GSW",25,1,0,1,35.6,16,7,16,43.8,0,4,0,2,2,100,0,3,3,3,0,0,1,1,27.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0,13,"2021-01-14"
"Doug McDermott","IND",29,1,1,0,25.2,16,6,14,42.9,1,6,16.7,3,3,100,0,3,3,3,1,0,0,1,23.1,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,14,"2021-01-14"
"Kyle Lowry","TOR",34,1,1,0,34.9,16,6,10,60,4,5,80,0,0,0,1,5,6,12,4,2,0,2,43.2,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,28,"2021-01-14"
"Lonnie Walker IV","SAS",22,1,0,1,25.4,16,6,14,42.9,4,7,57.1,0,0,0,0,3,3,2,2,0,0,0,20.6,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,11,"2021-01-14"
"Devonte' Graham","CHA",25,1,0,1,37.2,15,5,15,33.3,5,12,41.7,0,0,0,2,2,4,4,4,1,0,0,24.8,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0,10,"2021-01-14"
"JaMychal Green","DEN",30,1,1,0,28.1,15,5,10,50,3,4,75,2,2,100,3,6,9,0,1,0,0,2,24.8,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,18,"2021-01-14"
"Pascal Siakam","TOR",26,1,1,0,37.7,15,6,15,40,2,6,33.3,1,1,100,3,4,7,4,2,3,1,3,39.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0,18,"2021-01-14"
"Tyrese Maxey","PHI",20,1,1,0,25.7,15,6,10,60,1,3,33.3,2,2,100,1,0,1,1,2,1,0,2,18.7,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,12,"2021-01-14"
"Kelly Oubre Jr.","GSW",25,1,0,1,30.4,14,3,10,30,3,8,37.5,5,6,83.3,0,5,5,2,1,1,1,2,28,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,12,"2021-01-14"
"LaMelo Ball","CHA",19,1,0,1,26.1,14,6,14,42.9,2,5,40,0,0,0,2,4,6,11,5,3,1,2,44.7,1,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,20,"2021-01-14"
"Chris Silva","MIA",24,1,0,1,20.6,13,4,6,66.7,0,0,0,5,6,83.3,1,3,4,1,3,1,1,5,22.3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,9,"2021-01-14"
"DeMar DeRozan","SAS",31,1,0,1,34.9,13,5,14,35.7,0,2,0,3,3,100,1,5,6,7,1,1,1,1,35.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,0,17,"2021-01-14"
"Jae'Sean Tate","HOU",25,1,1,0,33.1,13,6,12,50,0,1,0,1,2,50,3,2,5,10,2,0,2,2,38,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,21,"2021-01-14"
"OG Anunoby","TOR",23,1,1,0,33,13,4,9,44.4,2,4,50,3,4,75,3,2,5,2,2,3,1,2,32,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,16,"2021-01-14"
"Danny Green","PHI",33,1,1,0,25.5,12,4,8,50,4,7,57.1,0,0,0,1,5,6,3,1,1,0,1,25.7,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,18,"2021-01-14"
"Devin Vassell","SAS",20,1,0,1,22.9,12,4,6,66.7,1,3,33.3,3,3,100,0,3,3,1,0,3,0,2,26.1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,15,"2021-01-14"
"Isaiah Joe","PHI",21,1,1,0,19.4,12,4,8,50,4,8,50,0,0,0,0,0,0,0,0,0,1,1,15,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,10,"2021-01-14"
"Kelly Olynyk","MIA",29,1,0,1,38.9,12,5,13,38.5,1,7,14.3,1,2,50,2,4,6,4,2,1,0,2,26.2,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,1,10,"2021-01-14"
"Miles Bridges","CHA",22,1,0,1,28.8,12,5,7,71.4,2,3,66.7,0,0,0,0,2,2,3,1,1,0,3,20.9,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,12,"2021-01-14"
"Paul Millsap","DEN",35,1,1,0,23.2,12,4,7,57.1,2,4,50,2,2,100,3,1,4,4,1,3,1,1,33.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,21,"2021-01-14"
"Justin Holiday","IND",31,1,1,0,25.2,11,4,6,66.7,3,4,75,0,0,0,1,2,3,1,1,0,1,4,18.1,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,11,"2021-01-14"
"LaMarcus Aldridge","SAS",35,1,0,1,30.4,11,4,10,40,1,6,16.7,2,2,100,0,2,2,1,2,0,0,3,12.9,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,3,"2021-01-14"
"Max Strus","MIA",24,1,0,1,27.8,11,4,8,50,2,6,33.3,1,3,33.3,1,6,7,1,0,1,0,3,23.9,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,11,"2021-01-14"
"Monte Morris","DEN",25,1,1,0,32.1,11,5,11,45.5,1,5,20,0,0,0,0,2,2,3,2,2,1,1,24.9,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,12,"2021-01-14"
"Myles Turner","IND",24,1,1,0,37.3,11,4,14,28.6,0,5,0,3,4,75,1,9,10,0,3,1,4,2,35,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,1,12,"2021-01-14"
"Norman Powell","TOR",27,1,1,0,19.6,11,5,13,38.5,1,8,12.5,0,0,0,1,4,5,1,2,1,0,0,19.5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,0,10,"2021-01-14"
"Ben Simmons","PHI",24,1,1,0,34.4,10,4,8,50,0,1,0,2,2,100,2,8,10,12,5,3,0,4,44,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,24,"2021-01-14"
"Bismack Biyombo","CHA",28,1,0,1,24.9,10,5,8,62.5,0,0,0,0,0,0,4,4,8,1,1,0,1,1,23.1,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,15,"2021-01-14"
"Carmelo Anthony","POR",36,1,0,1,22,10,4,11,36.4,2,5,40,0,0,0,0,2,2,1,2,2,0,1,17.9,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,5,"2021-01-14"
"Dejounte Murray","SAS",24,1,0,1,35.4,10,5,12,41.7,0,2,0,0,0,0,1,7,8,7,2,5,0,0,43.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,21,"2021-01-14"
"Malik Monk","CHA",22,1,0,1,23,10,3,6,50,3,5,60,1,2,50,1,2,3,3,0,0,0,3,18.1,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,9,"2021-01-14"
"P.J. Tucker","HOU",35,1,1,0,35.1,10,3,4,75,2,2,100,2,2,100,0,6,6,2,1,1,0,4,22.2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,15,"2021-01-14"
"PJ Dozier","DEN",24,1,1,0,23,10,4,6,66.7,0,0,0,2,3,66.7,0,6,6,2,1,0,0,1,19.2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,15,"2021-01-14"
"Precious Achiuwa","MIA",21,1,0,1,27.4,10,4,6,66.7,0,0,0,2,6,33.3,5,6,11,2,2,0,0,1,24.2,1,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,14,"2021-01-14"
"David Nwaba","HOU",28,1,1,0,30.7,9,4,8,50,0,2,0,1,1,100,1,2,3,1,0,2,0,0,20.1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,13,"2021-01-14"
"DeMarcus Cousins","HOU",30,1,1,0,18.4,9,2,8,25,2,8,25,3,4,75,1,3,4,2,3,1,0,2,16.8,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1,6,"2021-01-14"
"Derrick Jones Jr.","POR",23,1,0,1,21.9,9,4,4,100,1,1,100,0,0,0,2,4,6,0,2,0,3,2,23.2,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14,"2021-01-14"
"Joel Embiid","PHI",26,1,1,0,23.6,9,3,8,37.5,1,2,50,2,4,50,0,5,5,1,3,1,0,1,16.5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,7,"2021-01-14"
"Mason Jones","HOU",22,1,1,0,14.5,9,4,8,50,0,1,0,1,1,100,0,1,1,1,3,0,0,1,8.7,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,5,"2021-01-14"
"Dwight Howard","PHI",35,1,1,0,22,8,2,2,100,0,0,0,4,4,100,1,3,4,0,2,1,0,4,13.8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,"2021-01-14"
"Eric Paschall","GSW",24,1,0,1,20.8,8,2,9,22.2,1,2,50,3,4,75,1,4,5,0,0,0,0,2,14,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,3,"2021-01-14"
"Matisse Thybulle","PHI",23,1,1,0,17.3,8,2,7,28.6,2,6,33.3,2,4,50,0,1,1,0,2,4,1,3,22.2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,4,"2021-01-14"
"Edmond Sumner","IND",25,1,1,0,19.5,7,3,8,37.5,1,4,25,0,0,0,2,1,3,2,0,2,0,1,19.6,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,10,"2021-01-14"
"Gary Trent Jr.","POR",21,1,0,1,24.5,7,3,9,33.3,1,6,16.7,0,0,0,0,0,0,1,0,0,0,2,8.5,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,0,"2021-01-14"
"Patty Mills","SAS",32,1,0,1,27.2,7,3,10,30,1,7,14.3,0,0,0,0,2,2,3,1,0,0,1,12.9,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,3,"2021-01-14"
"Aaron Holiday","IND",24,1,1,0,21,6,3,6,50,0,2,0,0,0,0,0,1,1,3,0,0,0,0,11.7,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,9,"2021-01-14"
"Kenyon Martin Jr.","HOU",20,1,1,0,15.7,6,3,5,60,0,0,0,0,1,0,1,4,5,1,1,0,1,2,15.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,9,"2021-01-14"
"Stanley Johnson","TOR",24,1,1,0,20.8,6,2,3,66.7,2,3,66.7,0,0,0,0,1,1,3,2,1,1,3,15.7,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,8,"2021-01-14"
"Caleb Martin","CHA",25,1,0,1,24.2,5,1,7,14.3,0,3,0,3,4,75,2,4,6,4,3,3,0,2,24.2,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,6,"2021-01-14"
"Jusuf Nurkic","POR",26,1,0,1,20.7,5,2,8,25,1,3,33.3,0,0,0,2,6,8,2,2,0,1,2,18.6,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,6,"2021-01-14"
"Rudy Gay","SAS",34,1,0,1,17.2,5,2,7,28.6,0,1,0,1,1,100,1,4,5,0,0,0,0,2,11,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,3,"2021-01-14"
"Bol Bol","DEN",21,1,1,0,9.6,4,2,4,50,0,1,0,0,0,0,0,1,1,0,1,0,1,2,7.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,"2021-01-14"
"Enes Kanter","POR",28,1,0,1,15.4,4,1,4,25,0,0,0,2,2,100,6,3,9,2,2,0,0,3,15.8,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,7,"2021-01-14"
"Kent Bazemore","GSW",31,1,0,1,10.4,4,1,2,50,1,1,100,1,2,50,0,2,2,1,3,2,0,2,10.9,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"2021-01-14"
"T.J. McConnell","IND",28,1,1,0,21.5,4,2,3,66.7,0,0,0,0,0,0,1,4,5,8,2,3,0,1,29,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,18,"2021-01-14"
"Ben McLemore","HOU",27,1,1,0,21.1,3,1,6,16.7,1,5,20,0,0,0,0,3,3,4,2,0,0,1,10.6,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,4,"2021-01-14"
"Brad Wanamaker","GSW",31,1,0,1,16.8,3,1,1,100,0,0,0,1,1,100,0,1,1,3,1,0,0,2,7.7,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,"2021-01-14"
"CJ Elleby","POR",20,1,0,1,4.2,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,1,3,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"2021-01-14"
