"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Luguentz Dort","OKC",21,1,1,0,34.6,15,5,12,41.7,1,4,25,4,4,100,2,3,5,2,0,1,1,3,30,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,16,"2020-12-26"
"Robert Covington","POR",30,1,1,0,38.5,9,3,7,42.9,1,4,25,2,2,100,1,7,8,0,2,2,0,3,22.6,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,12,"2020-12-26"
"John Collins","ATL",23,1,1,0,27.3,13,4,9,44.4,0,3,0,5,5,100,3,7,10,0,2,1,2,4,32,1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,17,"2020-12-26"
"Myles Turner","IND",24,1,1,0,25.2,9,4,8,50,1,4,25,0,0,0,0,5,5,1,1,2,4,4,33.5,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,14,"2020-12-26"
"Devin Vassell","SAS",20,1,1,0,11.9,7,3,5,60,1,1,100,0,0,0,0,5,5,1,2,1,1,3,18.5,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,10,"2020-12-26"
"Devonte' Graham","CHA",25,1,0,1,33.8,14,4,16,25,3,7,42.9,3,5,60,1,2,3,10,2,1,0,2,33.6,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,2,10,"2020-12-26"
"Jae'Sean Tate","HOU",25,1,0,1,37.2,13,5,9,55.6,1,4,25,2,2,100,1,3,4,2,1,1,0,4,22.8,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,11,"2020-12-26"
"Kevin Huerter","ATL",22,1,1,0,26.6,21,8,12,66.7,4,5,80,1,1,100,0,2,2,4,3,1,0,5,29.4,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,18,"2020-12-26"
"Kevin Love","CLE",32,1,1,0,37.5,15,4,12,33.3,3,8,37.5,4,5,80,1,8,9,3,3,0,0,1,27.3,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,16,"2020-12-26"
"Shai Gilgeous-Alexander","OKC",22,1,1,0,34.4,24,8,20,40,1,6,16.7,7,10,70,2,5,7,9,5,0,1,4,43.9,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,3,19,"2020-12-26"
"De'Andre Hunter","ATL",23,1,1,0,35.3,15,5,11,45.5,2,4,50,3,3,100,1,10,11,3,1,0,2,3,37.7,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,23,"2020-12-26"
"Jalen McDaniels","CHA",22,1,0,1,10.7,2,0,1,0,0,0,0,2,4,50,0,5,5,1,1,0,0,3,8.5,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,"2020-12-26"
"Malik Beasley","MIN",24,1,1,0,38.7,18,7,17,41.2,1,4,25,3,3,100,2,4,6,0,2,1,0,3,26.2,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,0,12,"2020-12-26"
"Patty Mills","SAS",32,1,1,0,29.6,21,8,9,88.9,5,6,83.3,0,0,0,1,0,1,3,1,0,0,2,25.7,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,23,"2020-12-26"
"Trae Young","ATL",22,1,1,0,35.4,36,10,24,41.7,1,7,14.3,15,17,88.2,2,1,3,9,2,0,0,1,51.1,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,2,31,"2020-12-26"
"Karl-Anthony Towns","MIN",25,1,1,0,29.9,16,6,19,31.6,1,5,20,3,3,100,3,9,12,3,2,1,4,3,47.9,1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,0,20,"2020-12-26"
"Michael Carter-Williams","ORL",29,1,1,0,18.6,8,3,4,75,1,2,50,1,2,50,2,1,3,2,3,0,0,3,11.6,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,"2020-12-26"
"T.J. McConnell","IND",28,1,1,0,19.1,4,2,5,40,0,0,0,0,0,0,2,1,3,8,3,3,0,2,25.6,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,12,"2020-12-26"
"Terrence Ross","ORL",29,1,1,0,28.1,25,9,14,64.3,3,6,50,4,4,100,0,2,2,1,2,2,0,0,32.9,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,25,"2020-12-26"
"Andre Drummond","CLE",27,1,1,0,43.7,23,7,21,33.3,0,2,0,9,14,64.3,2,14,16,5,4,4,3,2,66.7,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,5,28,"2020-12-26"
"George Hill","OKC",34,1,1,0,24.1,21,8,9,88.9,4,4,100,1,2,50,1,3,4,3,1,1,0,2,32.3,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,26,"2020-12-26"
"Jakob Poeltl","SAS",25,1,1,0,18.8,4,2,4,50,0,0,0,0,1,0,4,3,7,5,2,0,0,0,17.9,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,13,"2020-12-26"
"Jusuf Nurkic","POR",26,1,1,0,34.8,12,5,11,45.5,0,2,0,2,6,33.3,3,8,11,6,3,0,1,3,34.2,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,16,"2020-12-26"
"Collin Sexton","CLE",22,1,1,0,45.2,32,15,23,65.2,2,3,66.7,0,1,0,0,2,2,3,4,3,0,5,43.9,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,24,"2020-12-26"
"Damian Lillard","POR",30,1,1,0,41.4,32,11,28,39.3,5,13,38.5,5,5,100,1,4,5,9,5,1,0,1,49.5,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,0,26,"2020-12-26"
"Darius Bazley","OKC",20,1,1,0,32.9,15,7,12,58.3,1,5,20,0,0,0,1,9,10,1,1,1,2,1,36.5,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,24,"2020-12-26"
"Jahlil Okafor","DET",25,1,0,1,18.5,6,3,4,75,0,0,0,0,0,0,1,3,4,0,0,0,0,3,10.8,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,"2020-12-26"
"Jarrett Culver","MIN",21,1,1,0,19.7,14,5,7,71.4,3,3,100,1,2,50,3,3,6,0,0,1,0,3,24.2,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,17,"2020-12-26"
"Josh Jackson","DET",23,1,0,1,18.7,6,2,6,33.3,0,3,0,2,2,100,0,8,8,1,3,1,1,0,20.1,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,10,"2020-12-26"
"Mike Conley","UTA",33,1,0,1,33.6,20,6,13,46.2,2,7,28.6,6,8,75,0,6,6,4,4,1,0,5,32.2,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,13,"2020-12-26"
"T.J. Warren","IND",27,1,1,0,27,23,10,16,62.5,0,2,0,3,4,75,2,4,6,3,0,0,0,3,34.7,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,24,"2020-12-26"
"CJ McCollum","POR",29,1,1,0,43.8,44,17,30,56.7,9,16,56.3,1,2,50,0,3,3,8,0,1,0,1,62.6,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,1,43,"2020-12-26"
"Malcolm Brogdon","IND",28,1,1,0,28.9,18,8,14,57.1,1,4,25,1,1,100,0,2,2,6,1,1,0,1,31.4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,21,"2020-12-26"
"Nemanja Bjelica","SAC",32,1,1,0,15.6,12,5,6,83.3,0,0,0,2,2,100,1,0,1,2,0,0,1,3,19.2,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,14,"2020-12-26"
"Victor Oladipo","IND",28,1,1,0,25.1,22,8,12,66.7,5,5,100,1,1,100,0,7,7,1,2,2,0,2,35.9,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,26,"2020-12-26"
"Aaron Holiday","IND",24,1,1,0,18.9,6,3,10,30,0,3,0,0,0,0,0,2,2,2,2,3,0,2,18.4,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,4,"2020-12-26"
"Bruno Caboclo","HOU",25,1,0,1,3.6,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,4.2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"2020-12-26"
"Caleb Martin","CHA",25,1,0,1,15.4,10,4,8,50,1,2,50,1,1,100,0,1,1,0,1,2,0,1,16.2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,7,"2020-12-26"
"DeMar DeRozan","SAS",31,1,1,0,36.4,27,10,17,58.8,3,4,75,4,5,80,1,4,5,8,2,2,0,2,49,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,32,"2020-12-26"
"Deandre Ayton","PHX",22,1,0,1,29.9,9,3,5,60,0,0,0,3,5,60,4,8,12,2,2,0,1,5,27.4,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,13,"2020-12-26"
"Dillon Brooks","MEM",24,1,0,1,30.6,19,8,23,34.8,3,11,27.3,0,0,0,0,2,2,2,2,2,0,6,28.4,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,0,2,"2020-12-26"
"Garrett Temple","CHI",34,1,0,1,19.9,6,2,7,28.6,2,4,50,0,0,0,1,1,2,2,0,2,0,1,17.4,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,6,"2020-12-26"
"Rudy Gobert","UTA",28,1,0,1,29.1,18,7,10,70,0,0,0,4,6,66.7,7,9,16,2,4,0,1,4,39.2,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,24,"2020-12-26"
"Anthony Edwards","MIN",19,1,1,0,22.3,18,8,12,66.7,2,3,66.7,0,0,0,0,1,1,1,0,2,0,4,26.7,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,16,"2020-12-26"
"Doug McDermott","IND",29,1,1,0,22.1,12,5,8,62.5,2,4,50,0,0,0,2,6,8,0,1,0,0,2,20.6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,16,"2020-12-26"
"Georges Niang","UTA",27,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,2.4,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"2020-12-26"
"Jordan Clarkson","UTA",28,1,0,1,23.1,23,8,17,47.1,2,6,33.3,5,6,83.3,1,2,3,0,0,0,0,0,26.6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,1,16,"2020-12-26"
"Ricky Rubio","MIN",30,1,1,0,26.7,9,3,8,37.5,1,3,33.3,2,2,100,0,4,4,6,1,1,0,4,24.8,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,12,"2020-12-26"
"Tyrese Haliburton","SAC",20,1,1,0,26.1,2,1,4,25,0,3,0,0,0,0,0,2,2,5,1,0,1,2,13.9,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,6,"2020-12-26"
"Cole Anthony","ORL",20,1,1,0,16.9,9,4,11,36.4,1,4,25,0,0,0,1,4,5,5,0,0,0,2,22.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,12,"2020-12-26"
"Derrick Jones Jr.","POR",23,1,1,0,36.4,6,2,4,50,0,0,0,2,4,50,2,4,6,1,0,1,1,5,20.7,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,8,"2020-12-26"
"Khem Birch","ORL",28,1,1,0,16.9,8,4,6,66.7,0,0,0,0,0,0,0,5,5,1,0,0,0,3,15.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,11,"2020-12-26"
"Markelle Fultz","ORL",22,1,1,0,31.1,21,7,13,53.8,0,2,0,7,8,87.5,2,2,4,7,2,1,0,3,37.3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,23,"2020-12-26"
"Nikola Vucevic","ORL",30,1,1,0,31.1,22,8,20,40,2,7,28.6,4,4,100,3,14,17,3,3,2,0,1,49.9,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0,30,"2020-12-26"
"Aron Baynes","TOR",34,1,0,1,19.7,13,6,11,54.5,1,4,25,0,0,0,3,4,7,1,1,0,0,3,21.9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,12,"2020-12-26"
"Brodric Thomas","HOU",23,1,0,1,9.7,0,0,1,0,0,1,0,0,0,0,1,2,3,3,1,0,0,3,7.1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,"2020-12-26"
"Glenn Robinson III","SAC",26,1,1,0,15.4,8,4,6,66.7,0,1,0,0,0,0,0,3,3,0,0,0,1,1,14.6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,11,"2020-12-26"
"Al Horford","OKC",34,1,1,0,28.6,3,1,5,20,0,2,0,1,1,100,0,13,13,3,1,0,1,0,25.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,17,"2020-12-26"
"Cassius Stanley","IND",21,1,1,0,2.1,2,1,2,50,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2.2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,"2020-12-26"
"Cody Martin","CHA",25,1,0,1,16.2,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,1,5.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2020-12-26"
"Devin Booker","PHX",24,1,0,1,38.2,26,10,21,47.6,3,7,42.9,3,3,100,0,3,3,3,7,1,0,5,30.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0,10,"2020-12-26"
"Ed Davis","MIN",31,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"2020-12-26"
"Hassan Whiteside","SAC",31,1,1,0,15.3,8,4,5,80,0,0,0,0,2,0,2,6,8,1,1,1,2,2,27.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,16,"2020-12-26"
"JaKarr Sampson","IND",27,1,1,0,2.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"2020-12-26"
"Jalen Lecque","IND",20,1,1,0,2.1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,"2020-12-26"
"Jalen Smith","PHX",20,1,0,1,4.1,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,"2020-12-26"
"Justin Holiday","IND",31,1,1,0,31.4,5,2,5,40,0,3,0,1,2,50,0,2,2,2,0,2,0,3,16.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,6,"2020-12-26"
"Kelan Martin","IND",25,1,1,0,2.1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,"2020-12-26"
"Kyle Lowry","TOR",34,1,0,1,35.5,16,6,15,40,2,6,33.3,2,2,100,0,0,0,10,2,2,0,5,35,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0,12,"2020-12-26"
