"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Kawhi Leonard","LAC",29,1,1,0,38.9,28,8,18,44.4,2,4,50,10,11,90.9,1,5,6,9,2,2,0,1,52.7,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,33,"2021-01-13"
"Talen Horton-Tucker","LAL",20,1,1,0,13.4,4,1,5,20,0,3,0,2,2,100,1,1,2,4,1,0,0,1,11.4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,6,"2021-01-13"
"Damian Lillard","POR",30,1,1,0,42,40,11,23,47.8,6,15,40,12,12,100,0,1,1,13,0,3,0,2,69.7,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,0,45,"2021-01-13"
"Luke Kennard","LAC",24,1,1,0,20.9,6,2,3,66.7,2,3,66.7,0,0,0,0,1,1,1,0,0,1,0,11.7,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,10,"2021-01-13"
"CJ McCollum","POR",29,1,1,0,42.6,28,10,23,43.5,6,16,37.5,2,4,50,2,5,7,10,1,0,0,3,50.4,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2,28,"2021-01-13"
"Cody Martin","CHA",25,1,0,1,11.1,9,4,5,80,1,1,100,0,1,0,3,1,4,1,0,1,0,0,18.3,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,13,"2021-01-13"
"Kyle Kuzma","LAL",25,1,1,0,18,7,3,8,37.5,1,4,25,0,0,0,3,3,6,2,1,1,1,0,22.2,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,13,"2021-01-13"
"Tim Hardaway Jr.","DAL",28,1,1,0,33.4,18,7,16,43.8,3,10,30,1,1,100,0,2,2,3,0,2,0,1,30.9,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,0,17,"2021-01-13"
"Chris Chiozza","BKN",25,1,1,0,23.6,3,1,8,12.5,1,4,25,0,0,0,0,3,3,7,1,2,1,1,25.1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,9,"2021-01-13"
"De'Anthony Melton","MEM",22,1,1,0,24.8,15,7,12,58.3,1,4,25,0,0,0,0,1,1,4,1,2,1,1,30.2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,18,"2021-01-13"
"James Johnson","DAL",33,1,1,0,25.6,7,3,7,42.9,1,5,20,0,2,0,1,4,5,2,0,2,3,0,31,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,15,"2021-01-13"
"Juancho Hernangomez","MIN",25,1,0,1,29,5,2,7,28.6,1,6,16.7,0,0,0,0,8,8,0,0,0,0,0,14.6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,8,"2021-01-13"
"Quinn Cook","LAL",27,1,1,0,6,3,1,3,33.3,1,1,100,0,0,0,0,1,1,1,0,1,0,0,8.7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,6,"2021-01-13"
"Willie Cauley-Stein","DAL",27,1,1,0,29.8,4,2,2,100,0,0,0,0,0,0,3,11,14,2,2,1,3,1,33.8,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,23,"2021-01-13"
"Xavier Tillman","MEM",22,1,1,0,17.8,12,6,8,75,0,0,0,0,0,0,3,2,5,3,0,2,0,4,28.5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,18,"2021-01-13"
"Kenrich Williams","OKC",26,1,0,1,14.6,9,4,5,80,1,2,50,0,0,0,1,4,5,4,0,1,1,2,27,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,17,"2021-01-13"
"Pat Connaughton","MIL",28,1,1,0,15.7,9,3,7,42.9,3,5,60,0,0,0,3,0,3,1,0,1,0,3,17.1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,9,"2021-01-13"
"Austin Rivers","NYK",28,1,0,1,33.8,8,3,10,30,2,5,40,0,0,0,1,5,6,4,1,0,0,3,20.2,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,7,"2021-01-13"
"D.J. Augustin","MIL",33,1,1,0,20.9,6,2,4,50,2,3,66.7,0,0,0,1,0,1,4,3,0,0,0,10.2,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,8,"2021-01-13"
"JJ Redick","NOP",36,1,0,1,28.1,12,4,11,36.4,2,7,28.6,2,2,100,0,5,5,3,1,1,0,1,24.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,12,"2021-01-13"
"Jalen McDaniels","CHA",22,1,0,1,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-1,"2021-01-13"
"Jrue Holiday","MIL",30,1,1,0,36.9,21,8,13,61.5,3,5,60,2,3,66.7,1,5,6,5,1,3,1,2,46.7,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,29,"2021-01-13"
"Karl-Anthony Towns","MIN",25,1,0,1,34.4,25,8,17,47.1,1,4,25,8,8,100,4,10,14,3,1,0,2,2,51.3,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,32,"2021-01-13"
"Malik Monk","CHA",22,1,0,1,1.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,-1,"2021-01-13"
"Mitchell Robinson","NYK",22,1,0,1,33.2,10,5,9,55.6,0,0,0,0,0,0,8,4,12,2,1,0,2,2,32.4,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,19,"2021-01-13"
"Vernon Carey Jr.","CHA",19,1,0,1,1.3,3,1,1,100,0,0,0,1,2,50,2,0,2,0,0,0,0,0,5.4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,"2021-01-13"
"Alfonzo McKinnie","LAL",28,1,1,0,5.2,5,2,3,66.7,1,1,100,0,0,0,1,0,1,0,0,0,0,0,6.2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,"2021-01-13"
"Jonas Valanciunas","MEM",28,1,1,0,30.2,24,11,19,57.9,0,1,0,2,2,100,8,8,16,1,1,0,2,5,49.7,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,31,"2021-01-13"
"Lou Williams","LAC",34,1,1,0,9.2,2,0,3,0,0,1,0,2,2,100,0,2,2,1,0,0,0,0,5.9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,4,"2021-01-13"
"Richaun Holmes","SAC",27,1,0,1,34.7,17,6,6,100,0,0,0,5,6,83.3,2,7,9,6,0,0,1,4,39.8,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,28,"2021-01-13"
"Buddy Hield","SAC",28,1,0,1,38.3,26,9,21,42.9,8,18,44.4,0,0,0,0,6,6,5,0,1,0,5,43.7,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,0,21,"2021-01-13"
"Derrick Jones Jr.","POR",23,1,1,0,22.3,8,3,5,60,1,3,33.3,1,2,50,2,2,4,0,0,0,0,4,12.8,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,7,"2021-01-13"
"Desmond Bane","MEM",22,1,1,0,16.6,3,1,4,25,0,1,0,1,2,50,0,3,3,0,0,0,0,2,6.6,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,"2021-01-13"
"Dillon Brooks","MEM",24,1,1,0,27.6,9,4,15,26.7,1,5,20,0,0,0,0,2,2,6,3,0,0,4,17.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0,1,"2021-01-13"
"Ivica Zubac","LAC",23,1,1,0,21.8,9,3,3,100,0,0,0,3,4,75,1,6,7,1,1,0,0,3,17.9,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,14,"2021-01-13"
"Kyle Anderson","MEM",27,1,1,0,23.6,7,2,8,25,2,2,100,1,2,50,0,7,7,5,0,0,0,2,22.9,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,12,"2021-01-13"
"Marvin Bagley III","SAC",21,1,0,1,19.1,11,4,5,80,1,2,50,2,4,50,0,6,6,1,0,0,0,3,19.7,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,12,"2021-01-13"
"Nicolas Batum","LAC",32,1,1,0,27.5,9,3,7,42.9,3,7,42.9,0,0,0,0,2,2,4,0,0,0,5,17.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,8,"2021-01-13"
"Delon Wright","DET",28,1,0,1,32.4,3,1,10,10,1,3,33.3,0,0,0,2,6,8,7,0,1,1,1,29.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,0,10,"2021-01-13"
"Enes Kanter","POR",28,1,1,0,17.6,4,2,5,40,0,0,0,0,0,0,1,4,5,0,1,1,3,1,21,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,10,"2021-01-13"
"Marcus Morris Sr.","LAC",31,1,1,0,20.5,8,3,8,37.5,2,4,50,0,0,0,0,3,3,0,1,0,0,2,10.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,5,"2021-01-13"
"Serge Ibaka","LAC",31,1,1,0,26.2,12,5,8,62.5,1,2,50,1,1,100,0,3,3,2,2,0,2,2,22.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,14,"2021-01-13"
"Bryn Forbes","MIL",27,1,1,0,19.6,13,5,8,62.5,3,4,75,0,0,0,0,0,0,1,1,0,0,1,13.5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,11,"2021-01-13"
"Jerami Grant","DET",26,1,0,1,35.4,22,7,19,36.8,3,6,50,5,6,83.3,0,4,4,1,3,2,1,4,34.3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,1,10,"2021-01-13"
"Julius Randle","NYK",26,1,0,1,40.3,30,13,25,52,2,7,28.6,2,2,100,0,7,7,5,2,2,0,3,49.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0,27,"2021-01-13"
"Jusuf Nurkic","POR",26,1,1,0,30.3,18,6,8,75,0,0,0,6,9,66.7,4,8,12,0,3,2,3,5,44.4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,24,"2021-01-13"
"Khris Middleton","MIL",29,1,1,0,31.3,12,5,12,41.7,1,5,20,1,1,100,1,1,2,6,2,1,1,4,27.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,11,"2021-01-13"
"Kristaps Porzingis","DAL",25,1,1,0,21.1,16,6,16,37.5,4,9,44.4,0,0,0,0,4,4,0,0,0,2,3,26.8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,0,11,"2021-01-13"
"Landry Shamet","BKN",23,1,1,0,23.4,13,3,9,33.3,3,7,42.9,4,5,80,0,1,1,5,1,0,0,1,20.7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,12,"2021-01-13"
"Mason Plumlee","DET",30,1,0,1,21.8,7,3,11,27.3,0,1,0,1,2,50,6,7,13,5,2,2,0,2,34.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,14,"2021-01-13"
"Nicolo Melli","NOP",29,1,0,1,19.4,3,1,4,25,1,4,25,0,0,0,1,2,3,1,0,1,0,2,11.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,3,"2021-01-13"
"Thanasis Antetokounmpo","MIL",28,1,1,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2021-01-13"
"Carmelo Anthony","POR",36,1,1,0,20.4,6,2,4,50,2,2,100,0,0,0,0,2,2,1,1,1,1,2,14.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,8,"2021-01-13"
"De'Aaron Fox","SAC",23,1,0,1,36.4,29,9,18,50,5,8,62.5,6,8,75,2,4,6,6,2,1,0,1,46.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,2,28,"2021-01-13"
"Josh Okogie","MIN",22,1,0,1,27,3,1,2,50,0,0,0,1,1,100,1,2,3,4,0,0,3,5,21.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,"2021-01-13"
"Robert Covington","POR",30,1,1,0,31.4,12,4,12,33.3,4,7,57.1,0,0,0,2,4,6,0,2,0,0,4,17.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,6,"2021-01-13"
"Brandon Clarke","MEM",24,1,1,0,33.8,19,9,15,60,0,1,0,1,2,50,3,6,9,3,0,3,0,1,43.3,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,28,"2021-01-13"
