"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"LeBron James","LAL",36,1,1,0,34.2,28,11,21,52.4,0,5,0,6,8,75,0,7,7,7,4,0,0,1,42.9,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,2,27,"2021-01-08"
"Jaylen Brown","BOS",24,1,1,0,37.7,27,9,19,47.4,3,6,50,6,6,100,3,10,13,5,5,2,0,4,51.1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,0,30,"2021-01-08"
"Gordon Hayward","CHA",30,1,1,0,37.9,26,9,18,50,4,7,57.1,4,4,100,2,5,7,3,4,2,0,4,40.9,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,23,"2021-01-08"
"Jordan Clarkson","UTA",28,1,1,0,34.8,26,10,20,50,5,12,41.7,1,1,100,1,5,6,2,1,0,1,3,38.2,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0,23,"2021-01-08"
"Zion Williamson","NOP",20,1,0,1,33.7,26,12,22,54.5,0,0,0,2,4,50,6,2,8,3,3,0,0,1,37.1,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,2,21,"2021-01-08"
"Paul George","LAC",30,1,0,1,39.1,25,9,13,69.2,5,7,71.4,2,2,100,1,3,4,7,4,0,1,2,39.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,27,"2021-01-08"
"Shai Gilgeous-Alexander","OKC",22,1,1,0,34.5,25,9,14,64.3,3,3,100,4,6,66.7,4,6,10,7,3,0,1,2,47.5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,33,"2021-01-08"
"Dillon Brooks","MEM",24,1,1,0,28,24,10,19,52.6,2,7,28.6,2,3,66.7,2,2,4,0,1,0,0,4,27.8,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,1,15,"2021-01-08"
"Kawhi Leonard","LAC",29,1,0,1,34.2,24,7,17,41.2,3,5,60,7,8,87.5,0,3,3,4,2,2,0,2,37.6,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,18,"2021-01-08"
"Chris Boucher","TOR",27,1,1,0,29.2,23,9,12,75,2,4,50,3,5,60,4,6,10,2,0,1,3,2,50,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,34,"2021-01-08"
"De'Aaron Fox","SAC",23,1,0,1,24.9,23,9,11,81.8,0,1,0,5,7,71.4,0,1,1,3,4,2,1,1,33.7,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,21,"2021-01-08"
"Devin Booker","PHX",24,1,0,1,37.9,23,8,18,44.4,5,12,41.7,2,4,50,0,0,0,3,5,2,1,3,31.5,0,0,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,2,9,"2021-01-08"
"Hamidou Diallo","OKC",22,1,1,0,29.1,23,8,13,61.5,1,2,50,6,8,75,1,10,11,2,1,1,0,2,41.2,1,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,29,"2021-01-08"
"Wendell Carter Jr.","CHI",21,1,0,1,25.3,23,9,15,60,0,1,0,5,6,83.3,3,4,7,3,1,0,0,4,34.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,21,"2021-01-08"
"Christian Wood","HOU",25,1,1,0,26.5,22,9,17,52.9,1,5,20,3,4,75,3,12,15,0,1,1,2,1,48,1,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,31,"2021-01-08"
"Nikola Vucevic","ORL",30,1,0,1,29.6,22,8,19,42.1,3,7,42.9,3,3,100,3,9,12,3,0,1,0,0,43.9,1,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0,27,"2021-01-08"
"Norman Powell","TOR",27,1,1,0,26.7,22,6,8,75,4,5,80,6,6,100,0,2,2,0,1,2,0,0,29.4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,25,"2021-01-08"
"Brandon Clarke","MEM",24,1,1,0,33,21,9,22,40.9,3,7,42.9,0,1,0,3,5,8,5,1,1,2,2,46.1,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,1,22,"2021-01-08"
"Harrison Barnes","SAC",28,1,0,1,30.5,21,6,8,75,2,2,100,7,10,70,0,4,4,8,3,1,0,3,37.8,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,23,"2021-01-08"
"Bojan Bogdanovic","UTA",31,1,1,0,30.3,20,7,16,43.8,4,10,40,2,2,100,1,4,5,3,3,0,0,4,27.5,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,0,14,"2021-01-08"
"Miles Bridges","CHA",22,1,1,0,30.5,20,8,11,72.7,4,6,66.7,0,0,0,2,2,4,1,2,0,0,2,24.3,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,20,"2021-01-08"
"Josh Hart","NOP",25,1,0,1,26.7,19,6,8,75,4,5,80,3,4,75,0,8,8,2,1,1,0,4,33.6,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,22,"2021-01-08"
"RJ Barrett","NYK",20,1,0,1,44.2,19,7,21,33.3,1,5,20,4,7,57.1,4,3,7,2,0,1,1,4,36.4,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,3,9,"2021-01-08"
"Serge Ibaka","LAC",31,1,0,1,30.3,19,9,12,75,1,2,50,0,0,0,3,4,7,2,1,0,1,1,32.4,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,24,"2021-01-08"
"Julius Randle","NYK",26,1,0,1,30.7,18,8,15,53.3,1,1,100,1,3,33.3,0,12,12,7,2,1,0,5,43.9,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,22,"2021-01-08"
"Royce O'Neale","UTA",27,1,1,0,33.9,18,6,8,75,6,8,75,0,0,0,1,7,8,6,1,3,1,3,47.6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,32,"2021-01-08"
"Terence Davis","TOR",23,1,1,0,22.3,18,7,13,53.8,4,8,50,0,0,0,0,1,1,3,1,0,0,1,22.7,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,16,"2021-01-08"
"Brandon Ingram","NOP",23,1,0,1,36.5,17,3,11,27.3,3,10,30,8,9,88.9,3,5,8,8,4,1,1,0,40.6,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,1,22,"2021-01-08"
"Dennis Schroder","LAL",27,1,1,0,34.3,17,5,11,45.5,1,1,100,6,8,75,0,3,3,6,4,2,0,5,31.6,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,13,"2021-01-08"
"Devonte' Graham","CHA",25,1,1,0,36.8,17,5,13,38.5,2,8,25,5,5,100,2,4,6,8,1,0,0,3,35.2,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,0,21,"2021-01-08"
"JJ Redick","NOP",36,1,0,1,19.1,17,5,8,62.5,4,7,57.1,3,3,100,0,1,1,1,1,0,0,1,18.7,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,14,"2021-01-08"
"Jrue Holiday","MIL",30,1,0,1,33.7,17,7,14,50,3,5,60,0,1,0,0,4,4,5,2,2,1,4,36.3,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,15,"2021-01-08"
"Langston Galloway","PHX",29,1,0,1,11.9,17,6,9,66.7,5,8,62.5,0,0,0,0,2,2,0,0,0,0,1,19.4,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,15,"2021-01-08"
"Mike Conley","UTA",33,1,1,0,29.4,17,6,12,50,5,10,50,0,0,0,0,3,3,10,2,0,0,0,33.6,1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,24,"2021-01-08"
"Montrezl Harrell","LAL",26,1,1,0,29.3,17,7,13,53.8,0,0,0,3,3,100,7,7,14,0,2,0,1,2,34.8,1,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,24,"2021-01-08"
"Pascal Siakam","TOR",26,1,1,0,33.2,17,7,11,63.6,1,2,50,2,2,100,3,6,9,12,2,1,1,5,49.8,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,31,"2021-01-08"
"Rui Hachimura","WAS",22,1,0,1,37.2,17,7,12,58.3,1,3,33.3,2,2,100,1,4,5,3,1,2,0,3,32.5,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,18,"2021-01-08"
"Andrew Wiggins","GSW",25,1,1,0,28,16,5,10,50,2,5,40,4,4,100,1,5,6,1,3,1,1,2,27.7,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,17,"2021-01-08"
"Blake Griffin","DET",31,1,1,0,40.3,16,5,13,38.5,1,5,20,5,6,83.3,2,10,12,5,2,1,0,0,38.9,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,25,"2021-01-08"
"Delon Wright","DET",28,1,1,0,33.6,16,7,11,63.6,0,1,0,2,2,100,1,4,5,6,1,0,0,1,30,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,23,"2021-01-08"
"Elfrid Payton","NYK",26,1,0,1,30.6,16,4,16,25,1,4,25,7,8,87.5,2,4,6,1,0,0,0,4,24.7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,1,6,"2021-01-08"
"Taurean Prince","BKN",26,1,0,1,24.5,16,4,13,30.8,1,4,25,7,7,100,0,4,4,0,2,1,1,1,24.8,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,10,"2021-01-08"
"Al Horford","OKC",34,1,1,0,29,15,6,15,40,3,7,42.9,0,2,0,1,7,8,0,2,1,0,1,25.6,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,2,12,"2021-01-08"
"Ben McLemore","HOU",27,1,1,0,15.5,15,5,6,83.3,5,5,100,0,0,0,0,3,3,2,1,1,0,2,23.6,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,19,"2021-01-08"
"Buddy Hield","SAC",28,1,0,1,32.4,15,6,14,42.9,3,9,33.3,0,0,0,0,5,5,6,1,1,0,3,32,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,0,15,"2021-01-08"
"Cole Anthony","ORL",20,1,0,1,28.1,15,6,14,42.9,0,3,0,3,4,75,1,1,2,3,4,2,0,1,23.9,0,0,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,1,8,"2021-01-08"
"James Harden","HOU",31,1,1,0,31,15,6,13,46.2,3,9,33.3,0,0,0,0,5,5,13,2,0,1,2,41.5,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,25,"2021-01-08"
"Marvin Bagley III","SAC",21,1,0,1,29.3,15,6,9,66.7,1,3,33.3,2,5,40,2,2,4,2,0,0,1,3,25.8,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,13,"2021-01-08"
"P.J. Tucker","HOU",35,1,1,0,28.6,15,5,7,71.4,5,7,71.4,0,0,0,1,3,4,5,0,0,2,3,33.3,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,23,"2021-01-08"
"Terry Rozier","CHA",26,1,1,0,34.8,15,5,15,33.3,4,10,40,1,2,50,1,3,4,5,1,3,1,1,38.3,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,1,17,"2021-01-08"
"Thaddeus Young","CHI",32,1,0,1,29.9,15,7,12,58.3,0,1,0,1,1,100,3,4,7,5,2,1,0,4,31.9,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,17,"2021-01-08"
"Tyrese Haliburton","SAC",20,1,0,1,29,15,5,10,50,5,7,71.4,0,0,0,0,2,2,8,1,2,1,0,37.4,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,22,"2021-01-08"
"Coby White","CHI",20,1,0,1,31.8,14,6,14,42.9,2,5,40,0,0,0,0,3,3,5,3,0,0,3,22.1,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,8,"2021-01-08"
"De'Anthony Melton","MEM",22,1,1,0,22,14,6,10,60,2,2,100,0,0,0,1,4,5,1,2,1,1,0,25.5,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,18,"2021-01-08"
"Deandre Ayton","PHX",22,1,0,1,36.8,14,7,8,87.5,0,0,0,0,3,0,3,9,12,2,4,0,2,5,33.4,1,0,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,17,"2021-01-08"
"John Wall","HOU",30,1,1,0,28.8,14,5,11,45.5,3,4,75,1,2,50,0,3,3,4,0,0,0,3,23.6,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,13,"2021-01-08"
"Wesley Matthews","LAL",34,1,1,0,33.9,14,4,8,50,4,8,50,2,2,100,1,1,2,1,0,0,1,3,20.9,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,13,"2021-01-08"
"Davis Bertans","WAS",28,1,0,1,27.4,13,4,10,40,4,9,44.4,1,1,100,0,4,4,1,1,1,0,2,21.3,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,10,"2021-01-08"
"Joe Harris","BKN",29,1,0,1,28.1,13,6,9,66.7,1,3,33.3,0,0,0,0,2,2,2,2,0,1,2,19.4,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,11,"2021-01-08"
"Marcus Smart","BOS",26,1,1,0,36.1,13,2,10,20,0,5,0,9,11,81.8,0,5,5,5,3,2,0,4,29.5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,2,10,"2021-01-08"
"Steven Adams","NOP",27,1,0,1,34.8,13,5,7,71.4,0,0,0,3,6,50,1,6,7,2,4,1,2,3,29.4,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,13,"2021-01-08"
"Austin Rivers","NYK",28,1,0,1,32.1,12,5,12,41.7,2,7,28.6,0,0,0,0,5,5,6,0,0,0,0,27,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,16,"2021-01-08"
"Brook Lopez","MIL",32,1,0,1,32.4,12,4,12,33.3,4,12,33.3,0,0,0,0,3,3,0,1,1,2,1,23.6,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,8,"2021-01-08"
"Dario Saric","PHX",26,1,0,1,28.3,12,4,12,33.3,2,6,33.3,2,2,100,1,5,6,0,4,2,0,3,21.2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,5,"2021-01-08"
"Eric Paschall","GSW",24,1,1,0,20,12,5,10,50,2,3,66.7,0,0,0,2,4,6,1,0,0,0,0,20.7,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,16,"2021-01-08"
"Jarrett Allen","BKN",22,1,0,1,30.3,12,3,7,42.9,0,0,0,6,7,85.7,3,3,6,6,2,1,1,2,32.2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,17,"2021-01-08"
"LaMelo Ball","CHA",19,1,1,0,25.6,12,4,11,36.4,1,5,20,3,4,75,4,6,10,9,3,1,0,3,37.5,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,20,"2021-01-08"
"Malachi Flynn","TOR",22,1,1,0,16.8,12,5,6,83.3,2,3,66.7,0,0,0,0,5,5,2,1,0,0,3,20,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,16,"2021-01-08"
"Mason Plumlee","DET",30,1,1,0,33,12,2,4,50,0,0,0,8,8,100,1,5,6,3,2,3,1,3,33.7,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,20,"2021-01-08"
