"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"DeMar DeRozan","SAS",31,1,1,0,36.6,24,9,25,36,0,1,0,6,6,100,3,4,7,4,3,2,1,1,44.4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,20,"2021-01-16"
"Jerami Grant","DET",26,1,1,0,35.1,24,10,19,52.6,3,6,50,1,2,50,2,7,9,6,0,2,4,1,61.8,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,1,36,"2021-01-16"
"Mason Jones","HOU",22,1,0,1,35.4,24,8,12,66.7,6,8,75,2,4,50,1,5,6,4,6,0,0,2,31.2,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,20,"2021-01-16"
"Norman Powell","TOR",27,1,1,0,28.4,24,6,12,50,6,9,66.7,6,6,100,0,3,3,2,3,0,1,2,30.6,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,21,"2021-01-16"
"Terry Rozier","CHA",26,1,0,1,38.1,24,9,19,47.4,6,12,50,0,0,0,3,6,9,2,3,1,0,3,37.8,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,0,20,"2021-01-16"
"Derrick Rose","DET",32,1,1,0,21.3,23,8,12,66.7,3,5,60,4,5,80,0,1,1,4,1,4,0,2,41.2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,26,"2021-01-16"
"Terrence Ross","ORL",29,1,0,1,31.8,23,9,17,52.9,3,10,30,2,2,100,0,3,3,3,1,0,1,3,33.1,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,0,18,"2021-01-16"
"Duncan Robinson","MIA",26,1,0,1,35.5,22,6,10,60,5,8,62.5,5,5,100,0,4,4,3,0,0,1,1,34.3,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,25,"2021-01-16"
"Ben McLemore","HOU",27,1,0,1,38,21,7,14,50,4,7,57.1,3,4,75,0,3,3,1,1,2,0,3,31.1,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,15,"2021-01-16"
"Tobias Harris","PHI",28,1,0,1,32.5,21,7,17,41.2,0,2,0,7,7,100,2,1,3,2,5,1,2,0,31.6,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,14,"2021-01-16"
"Chris Boucher","TOR",28,1,1,0,30.8,20,5,7,71.4,2,4,50,8,10,80,2,7,9,1,0,0,2,5,38.3,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,25,"2021-01-16"
"Devonte' Graham","CHA",25,1,0,1,38.4,20,7,15,46.7,4,9,44.4,2,4,50,1,4,5,7,0,1,0,3,39.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,2,20,"2021-01-16"
"Kyle Lowry","TOR",34,1,1,0,36.7,19,6,13,46.2,3,7,42.9,4,4,100,2,4,6,6,3,0,1,3,35.2,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,21,"2021-01-16"
"Dejounte Murray","SAS",24,1,1,0,31.9,18,8,18,44.4,2,5,40,0,1,0,0,10,10,3,2,3,0,4,41.5,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,1,19,"2021-01-16"
"Gary Trent Jr.","POR",22,1,1,0,26.6,18,7,14,50,4,8,50,0,0,0,1,2,3,1,1,0,0,2,22.1,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,14,"2021-01-16"
"OG Anunoby","TOR",23,1,1,0,35.6,18,7,13,53.8,4,8,50,0,0,0,1,4,5,1,2,4,0,1,35.5,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,21,"2021-01-16"
"Ja Morant","MEM",21,1,1,0,30.7,17,7,14,50,0,3,0,3,4,75,0,0,0,6,3,1,0,4,26,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,11,"2021-01-16"
"Joe Harris","BKN",29,1,1,0,30.5,17,6,11,54.5,4,9,44.4,1,1,100,0,5,5,0,0,0,0,2,23,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,17,"2021-01-16"
"CJ McCollum","POR",29,1,1,0,18.7,16,6,11,54.5,4,7,57.1,0,0,0,0,0,0,1,0,0,1,1,20.5,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,14,"2021-01-16"
"Cole Anthony","ORL",20,1,0,1,29.4,16,6,15,40,2,5,40,2,2,100,0,3,3,8,1,3,1,3,42.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,18,"2021-01-16"
"KZ Okpala","MIA",21,1,0,1,27.4,16,6,9,66.7,4,5,80,0,0,0,1,0,1,1,4,0,0,3,14.7,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,8,"2021-01-16"
"Blake Griffin","DET",31,1,1,0,31.5,15,6,13,46.2,3,8,37.5,0,0,0,0,7,7,8,2,0,1,2,36.4,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,22,"2021-01-16"
"De'Andre Hunter","ATL",23,1,0,1,35.9,15,3,9,33.3,1,5,20,8,9,88.9,2,4,6,1,1,0,0,5,22.7,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,9,"2021-01-16"
"Fred VanVleet","TOR",26,1,1,0,36.4,15,4,16,25,3,10,30,4,4,100,0,7,7,10,1,0,1,3,40.4,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,0,19,"2021-01-16"
"Xavier Tillman","MEM",22,1,1,0,27.8,15,7,13,53.8,1,5,20,0,0,0,0,4,4,2,1,4,0,2,33.8,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,18,"2021-01-16"
"P.J. Washington","CHA",22,1,0,1,33.7,14,6,13,46.2,1,3,33.3,1,2,50,2,10,12,5,4,0,2,3,37.9,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,18,"2021-01-16"
"Jakob Poeltl","SAS",25,1,1,0,29.7,13,6,7,85.7,0,0,0,1,1,100,7,4,11,3,2,1,3,4,40.7,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,26,"2021-01-16"
"Kevin Huerter","ATL",22,1,0,1,36,13,5,10,50,1,4,25,2,2,100,0,6,6,4,3,1,0,2,26.2,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,14,"2021-01-16"
"Enes Kanter","POR",28,1,1,0,28.6,12,5,9,55.6,0,0,0,2,2,100,6,9,15,3,0,2,5,4,55.5,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,31,"2021-01-16"
"Goran Dragic","MIA",34,1,0,1,30.5,12,4,11,36.4,0,2,0,4,6,66.7,1,2,3,10,5,0,0,2,25.6,1,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,2,9,"2021-01-16"
"Grayson Allen","MEM",25,1,1,0,26.5,12,3,9,33.3,3,5,60,3,4,75,0,7,7,4,1,0,0,2,25.4,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,15,"2021-01-16"
"Tyrese Maxey","PHI",20,1,0,1,24.6,12,5,13,38.5,0,4,0,2,2,100,2,1,3,0,0,0,0,1,15.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,6,"2021-01-16"
"Aaron Gordon","ORL",25,1,0,1,30.9,11,4,11,36.4,0,6,0,3,4,75,2,4,6,6,3,2,0,1,30.2,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,13,"2021-01-16"
"Ben Simmons","PHI",24,1,0,1,36.1,11,3,9,33.3,0,2,0,5,7,71.4,4,12,16,9,7,0,1,3,39.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,19,"2021-01-16"
"Brandon Clarke","MEM",24,1,1,0,29.9,11,4,15,26.7,0,2,0,3,3,100,7,5,12,2,0,2,0,3,34.4,1,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,0,15,"2021-01-16"
"Carmelo Anthony","POR",36,1,1,0,28.7,11,4,11,36.4,1,3,33.3,2,4,50,0,1,1,1,0,0,1,3,16.7,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,2,4,"2021-01-16"
"Dillon Brooks","MEM",25,1,1,0,27.1,11,5,15,33.3,1,3,33.3,0,1,0,1,2,3,1,1,2,0,4,21.1,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,"2021-01-16"
"Keldon Johnson","SAS",21,1,1,0,31.5,11,4,10,40,1,3,33.3,2,3,66.7,2,5,7,2,0,0,2,5,28.4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,12,"2021-01-16"
"Kyle Anderson","MEM",27,1,1,0,30.1,11,5,8,62.5,1,4,25,0,0,0,1,5,6,5,1,2,2,2,36.7,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,22,"2021-01-16"
"LaMelo Ball","CHA",19,1,0,1,23,11,4,11,36.4,2,6,33.3,1,2,50,2,3,5,4,1,0,0,3,22,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,8,"2021-01-16"
"Patty Mills","SAS",32,1,1,0,22.3,11,4,12,33.3,2,6,33.3,1,2,50,2,1,3,3,2,0,0,1,17.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,7,"2021-01-16"
"Derrick Jones Jr.","POR",23,1,1,0,34.1,10,5,12,41.7,0,4,0,0,0,0,5,4,9,0,2,2,0,3,24.8,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,11,"2021-01-16"
"Desmond Bane","MEM",22,1,1,0,18.5,10,4,5,80,2,2,100,0,0,0,0,2,2,1,0,0,0,1,13.9,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,13,"2021-01-16"
"Dwayne Bacon","ORL",25,1,0,1,28.7,10,4,10,40,1,3,33.3,1,2,50,0,0,0,0,0,2,0,2,16,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,3,"2021-01-16"
"Gary Clark","ORL",26,1,0,1,24.1,10,3,6,50,2,4,50,2,2,100,1,4,5,1,0,0,0,0,17.5,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,13,"2021-01-16"
"Isaiah Stewart","DET",19,1,1,0,19,10,4,6,66.7,0,0,0,2,2,100,7,4,11,2,1,1,0,6,28.2,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,17,"2021-01-16"
"Jeff Green","BKN",34,1,1,0,29.7,10,4,6,66.7,1,2,50,1,2,50,1,3,4,0,1,0,0,0,13.8,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,12,"2021-01-16"
"Miles Bridges","CHA",22,1,0,1,25.8,10,2,7,28.6,1,3,33.3,5,6,83.3,0,1,1,4,1,1,1,3,22.2,0,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,7,"2021-01-16"
"Brandon Goodwin","ATL",25,1,0,1,15,9,4,6,66.7,1,3,33.3,0,0,0,0,1,1,0,1,2,0,3,15.2,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,6,"2021-01-16"
"Devin Vassell","SAS",20,1,1,0,19.7,9,3,7,42.9,0,3,0,3,3,100,2,5,7,0,0,2,0,1,23.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,15,"2021-01-16"
"Jonas Valanciunas","MEM",28,1,1,0,20.2,9,3,6,50,0,1,0,3,6,50,1,6,7,1,1,0,1,5,20.9,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,8,"2021-01-16"
"Khem Birch","ORL",28,1,0,1,24.7,9,3,9,33.3,0,2,0,3,4,75,1,3,4,2,0,0,1,2,19.8,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,7,"2021-01-16"
"Mason Plumlee","DET",30,1,1,0,27.9,9,4,5,80,0,0,0,1,2,50,0,2,2,2,4,0,1,2,13.4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,8,"2021-01-16"
"Pascal Siakam","TOR",26,1,1,0,32.1,9,4,14,28.6,0,5,0,1,2,50,2,3,5,4,3,0,2,4,24,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,1,4,"2021-01-16"
"Wayne Ellington","DET",33,1,1,0,26.1,9,3,5,60,3,5,60,0,0,0,0,1,1,0,1,0,0,3,9.2,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,6,"2021-01-16"
"Danny Green","PHI",33,1,0,1,35.9,8,3,7,42.9,1,4,25,1,1,100,0,3,3,3,1,0,3,2,24.1,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,10,"2021-01-16"
"Delon Wright","DET",28,1,1,0,25.6,8,3,7,42.9,2,5,40,0,0,0,0,4,4,10,1,0,1,1,29.8,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,19,"2021-01-16"
"Dwight Howard","PHI",35,1,0,1,33.9,8,3,8,37.5,0,1,0,2,8,25,5,13,18,3,3,0,3,3,40.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,15,"2021-01-16"
"John Collins","ATL",23,1,0,1,30.8,8,4,10,40,0,2,0,0,0,0,1,5,6,2,1,0,2,4,23.2,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,7,"2021-01-16"
"Josh Jackson","DET",23,1,1,0,22,8,3,12,25,2,9,22.2,0,2,0,0,0,0,2,1,2,1,6,19,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,2,-3,"2021-01-16"
"Lonnie Walker IV","SAS",22,1,1,0,29,8,2,8,25,0,4,0,4,5,80,0,3,3,0,0,0,1,3,14.6,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,4,"2021-01-16"
"Matisse Thybulle","PHI",23,1,0,1,19.6,8,3,5,60,2,4,50,0,0,0,0,5,5,1,0,1,2,2,24.5,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,13,"2021-01-16"
"Bruce Brown","BKN",24,1,1,0,23.5,7,3,4,75,1,2,50,0,0,0,1,4,5,1,1,1,0,5,16.5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,9,"2021-01-16"
"David Nwaba","HOU",28,1,0,1,25.3,7,2,8,25,1,3,33.3,2,2,100,0,1,1,4,3,1,0,1,14.2,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,3,"2021-01-16"
"Jae'Sean Tate","HOU",25,1,0,1,25.9,7,2,11,18.2,0,1,0,3,5,60,1,4,5,5,2,0,3,4,27.5,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,3,"2021-01-16"
"Kendrick Nunn","MIA",25,1,0,1,27.2,7,3,6,50,1,2,50,0,0,0,1,4,5,1,5,0,0,0,9.5,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,5,"2021-01-16"
"Solomon Hill","ATL",29,1,0,1,25.7,7,3,7,42.9,1,4,25,0,0,0,0,0,0,1,0,0,0,2,8.5,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,2,"2021-01-16"
"Bismack Biyombo","CHA",28,1,0,1,33.6,6,3,7,42.9,0,0,0,0,1,0,4,7,11,1,3,2,1,3,26.7,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,10,"2021-01-16"
"Isaiah Joe","PHI",21,1,0,1,15.7,6,2,4,50,2,3,66.7,0,0,0,0,0,0,1,1,0,0,2,6.5,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,"2021-01-16"
