"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Patty Mills","SAS",32,1,1,0,28.7,27,8,16,50,8,12,66.7,3,4,75,0,1,1,1,1,1,0,0,31.7,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,22,2021-01-06
"Anthony Davis","LAL",27,1,1,0,34.4,26,10,20,50,4,10,40,2,3,66.7,0,10,10,4,4,3,3,0,58,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,1,33,2021-01-06
"CJ McCollum","POR",29,1,0,1,35.9,26,10,21,47.6,6,14,42.9,0,0,0,0,5,5,4,5,3,0,3,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,0,19,2021-01-06
"Jimmy Butler","MIA",31,1,0,1,33.1,26,9,19,47.4,0,3,0,8,9,88.9,2,6,8,3,1,0,3,0,48.1,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,1,28,2021-01-06
"LeBron James","LAL",36,1,1,0,34.1,26,11,20,55,1,4,25,3,3,100,2,10,12,7,6,1,1,0,50.9,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,34,2021-01-06
"Giannis Antetokounmpo","MIL",26,1,1,0,28.5,25,8,15,53.3,1,5,20,8,14,57.1,2,6,8,4,5,0,1,4,38.6,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,18,2021-01-06
"Juancho Hernangomez","MIN",25,1,0,1,34.4,25,10,14,71.4,5,8,62.5,0,1,0,3,5,8,2,0,2,1,3,46.6,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,30,2021-01-06
"Brandon Ingram","NOP",23,1,0,1,35.9,24,9,15,60,0,2,0,6,6,100,1,10,11,4,2,0,0,0,41.2,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,31,2021-01-06
"Caris LeVert","BKN",26,1,1,0,21.5,24,9,18,50,2,5,40,4,4,100,0,1,1,5,2,2,0,1,36.7,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,22,2021-01-06
"Damian Lillard","POR",30,1,0,1,36.7,24,6,17,35.3,3,11,27.3,9,11,81.8,0,5,5,9,0,0,0,1,43.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2,24,2021-01-06
"Devin Booker","PHX",24,1,1,0,34.6,24,6,14,42.9,3,8,37.5,9,10,90,1,0,1,6,1,0,0,1,33.2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,22,2021-01-06
"Kyle Lowry","TOR",34,1,0,1,38.4,24,9,15,60,3,8,37.5,3,3,100,2,7,9,6,4,1,0,4,42.8,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,26,2021-01-06
"Richaun Holmes","SAC",27,1,1,0,29.7,24,10,11,90.9,0,1,0,4,6,66.7,3,5,8,5,1,1,0,5,43.1,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,31,2021-01-06
"Austin Rivers","NYK",28,1,1,0,32.3,23,9,14,64.3,5,7,71.4,0,0,0,1,2,3,2,1,2,0,1,34.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,25,2021-01-06
"John Collins","ATL",23,1,0,1,31.8,23,9,16,56.3,0,0,0,5,7,71.4,4,7,11,1,2,1,0,4,38.7,1,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,21,2021-01-06
"Khris Middleton","MIL",29,1,1,0,31,23,9,15,60,5,6,83.3,0,0,0,1,4,5,7,2,0,0,3,37.5,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,26,2021-01-06
"Domantas Sabonis","IND",24,1,1,0,38.1,22,9,14,64.3,0,0,0,4,6,66.7,3,9,12,4,5,0,1,4,40.4,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,25,2021-01-06
"Elfrid Payton","NYK",26,1,1,0,42.3,22,10,15,66.7,0,2,0,2,2,100,0,2,2,8,1,1,0,3,38.4,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,26,2021-01-06
"Collin Sexton","CLE",22,1,0,1,35,21,8,20,40,3,7,42.9,2,2,100,1,2,3,4,0,1,1,1,36.6,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,0,17,2021-01-06
"Dejounte Murray","SAS",24,1,1,0,36.7,21,9,18,50,2,5,40,1,1,100,2,3,5,5,2,2,0,2,38.5,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,22,2021-01-06
"Jae Crowder","PHX",30,1,1,0,35,21,7,11,63.6,6,9,66.7,1,2,50,0,3,3,1,2,1,0,4,27.1,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,17,2021-01-06
"Jaylen Brown","BOS",24,1,1,0,36.8,21,8,23,34.8,3,9,33.3,2,2,100,1,11,12,5,1,2,2,4,53.9,1,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,0,24,2021-01-06
"Kawhi Leonard","LAC",29,1,1,0,34.5,21,7,12,58.3,0,3,0,7,7,100,0,4,4,4,7,1,1,2,30.8,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,19,2021-01-06
"Marvin Bagley III","SAC",21,1,1,0,29.1,21,8,14,57.1,3,5,60,2,2,100,3,9,12,0,2,2,2,1,45.4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,30,2021-01-06
"Paul George","LAC",30,1,1,0,38.5,21,5,15,33.3,2,6,33.3,9,9,100,2,10,12,2,2,1,0,4,39.4,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,0,22,2021-01-06
"Shai Gilgeous-Alexander","OKC",22,1,1,0,36.5,21,7,17,41.2,2,7,28.6,5,6,83.3,0,5,5,9,2,5,0,2,53.5,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,1,27,2021-01-06
"Darius Bazley","OKC",20,1,1,0,34,20,8,20,40,3,11,27.3,1,1,100,1,11,12,3,3,1,0,3,38.9,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,0,20,2021-01-06
"Eric Gordon","HOU",32,1,0,1,33.4,20,7,15,46.7,2,10,20,4,4,100,0,1,1,1,0,0,2,3,28.7,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,13,2021-01-06
"Harrison Barnes","SAC",28,1,1,0,37.4,20,7,10,70,3,4,75,3,5,60,0,0,0,5,3,1,0,1,27.5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,19,2021-01-06
"Justin Holiday","IND",31,1,1,0,32,20,6,9,66.7,3,4,75,5,5,100,2,3,5,0,1,1,0,0,28,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,24,2021-01-06
"OG Anunoby","TOR",23,1,0,1,38.1,20,8,10,80,3,5,60,1,2,50,2,6,8,0,1,1,0,2,31.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,23,2021-01-06
"Russell Westbrook","WAS",32,1,0,1,39,20,8,18,44.4,3,6,50,1,4,25,0,8,8,12,6,3,1,4,53.6,1,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,3,21,2021-01-06
"Saddiq Bey","DET",21,1,0,1,24.1,20,6,14,42.9,6,10,60,2,2,100,0,10,10,3,1,1,0,1,38.5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,24,2021-01-06
"Terrence Ross","ORL",29,1,1,0,21.7,20,6,9,66.7,5,6,83.3,3,4,75,0,2,2,2,1,1,1,5,30.4,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,18,2021-01-06
"Will Barton","DEN",30,1,1,0,35.9,20,7,14,50,2,7,28.6,4,6,66.7,0,7,7,3,2,2,0,2,36.9,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,21,2021-01-06
"Andre Drummond","CLE",27,1,0,1,26.3,19,9,16,56.3,0,0,0,1,4,25,6,9,15,1,5,1,1,4,39.5,1,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,3,18,2021-01-06
"Andrew Wiggins","GSW",25,1,0,1,33.9,19,8,12,66.7,2,4,50,1,1,100,0,1,1,3,1,1,0,1,26.7,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,18,2021-01-06
"Dwayne Bacon","ORL",25,1,1,0,31.5,19,8,14,57.1,2,5,40,1,1,100,0,2,2,1,0,0,0,0,22.9,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,18,2021-01-06
"Eric Paschall","GSW",24,1,0,1,20.1,19,7,14,50,0,3,0,5,5,100,2,1,3,1,0,0,0,1,24.1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,15,2021-01-06
"Jarrett Allen","BKN",22,1,1,0,32,19,8,9,88.9,0,0,0,3,7,42.9,5,13,18,1,0,3,2,1,57.1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,39,2021-01-06
"Jordan Clarkson","UTA",28,1,0,1,24.7,19,7,12,58.3,3,5,60,2,2,100,0,3,3,2,0,1,0,4,28.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,16,2021-01-06
"Kevin Huerter","ATL",22,1,0,1,33,19,7,15,46.7,5,12,41.7,0,0,0,0,5,5,6,1,0,0,4,33,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,0,17,2021-01-06
"Shake Milton","PHI",24,1,1,0,20,19,6,9,66.7,1,3,33.3,6,8,75,0,0,0,3,4,1,0,3,22.5,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,13,2021-01-06
"Tobias Harris","PHI",28,1,1,0,40.6,19,8,16,50,3,7,42.9,0,2,0,0,7,7,3,2,0,0,2,29.9,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,2,17,2021-01-06
"Donovan Mitchell","UTA",24,1,0,1,36.3,18,8,23,34.8,2,10,20,0,0,0,2,2,4,4,4,1,0,0,27.8,0,0,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,0,8,2021-01-06
"Mike Muscala","OKC",29,1,1,0,20.8,18,6,9,66.7,5,7,71.4,1,1,100,0,3,3,1,0,0,1,0,26.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,22,2021-01-06
"Victor Oladipo","IND",28,1,1,0,35.9,18,6,20,30,1,7,14.3,5,8,62.5,0,9,9,2,2,1,0,4,32.8,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,3,9,2021-01-06
"Ben Simmons","PHI",24,1,1,0,35.7,17,7,9,77.8,0,0,0,3,6,50,0,6,6,12,3,2,0,5,45.2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,26,2021-01-06
"Brook Lopez","MIL",32,1,1,0,27.8,17,6,9,66.7,4,7,57.1,1,1,100,1,3,4,5,0,0,2,1,35.3,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,26,2021-01-06
"Davis Bertans","WAS",28,1,0,1,33,17,6,15,40,4,12,33.3,1,1,100,1,3,4,1,2,2,0,3,27.3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,10,2021-01-06
"De'Andre Hunter","ATL",23,1,0,1,33.8,17,6,15,40,1,7,14.3,4,4,100,2,4,6,5,0,1,0,4,34.7,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,0,16,2021-01-06
"JaMychal Green","DEN",30,1,1,0,20.3,17,5,8,62.5,3,3,100,4,6,66.7,1,5,6,1,1,0,0,3,24.7,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,17,2021-01-06
"Tyrese Haliburton","SAC",20,1,1,0,34.5,17,7,15,46.7,3,7,42.9,0,0,0,4,3,7,6,0,3,1,2,46.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,26,2021-01-06
"Bobby Portis","MIL",25,1,1,0,27.9,16,7,11,63.6,2,5,40,0,0,0,1,9,10,4,1,2,0,3,39,1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,26,2021-01-06
"Cameron Johnson","PHX",24,1,1,0,23.3,16,6,10,60,4,7,57.1,0,0,0,0,3,3,0,1,1,0,1,21.6,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,16,2021-01-06
"Duncan Robinson","MIA",26,1,0,1,31.2,16,5,11,45.5,5,11,45.5,1,1,100,0,6,6,2,0,1,0,2,29.2,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0,17,2021-01-06
"Joe Ingles","UTA",33,1,0,1,28.3,16,6,13,46.2,4,9,44.4,0,0,0,0,2,2,3,4,0,0,1,18.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,9,2021-01-06
"LaMelo Ball","CHA",19,1,1,0,23.7,16,6,12,50,2,5,40,2,2,100,2,6,8,5,1,0,0,2,32.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,22,2021-01-06
"Nikola Vucevic","ORL",30,1,1,0,34.1,16,7,18,38.9,1,5,20,1,1,100,0,7,7,6,2,0,1,2,34.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0,17,2021-01-06
"Rudy Gay","SAS",34,1,1,0,24.7,16,6,11,54.5,3,5,60,1,2,50,1,6,7,1,1,0,0,0,24.9,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,19,2021-01-06
"Aaron Gordon","ORL",25,1,1,0,27.2,15,5,7,71.4,2,2,100,3,7,42.9,0,8,8,3,5,1,1,1,30.1,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,18,2021-01-06
"Anthony Edwards","MIN",19,1,0,1,25.6,15,6,19,31.6,1,7,14.3,2,2,100,1,2,3,1,3,0,0,1,17.1,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,0,2,2021-01-06
