"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Brandon Ingram","NOP",23,1,1,0,35.4,22,8,19,42.1,3,7,42.9,3,4,75,0,3,3,1,5,1,1,3,28.1,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,1,10,"2021-01-17"
"Eric Bledsoe","NOP",31,1,1,0,29.8,21,8,14,57.1,3,4,75,2,2,100,1,5,6,1,2,1,0,1,30.7,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,22,"2021-01-17"
"Garrett Temple","CHI",34,1,1,0,28.8,21,9,15,60,2,4,50,1,2,50,0,3,3,3,0,2,1,4,38.1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,21,"2021-01-17"
"Julius Randle","NYK",26,1,1,0,31.1,20,7,14,50,2,5,40,4,5,80,0,12,12,4,3,3,0,2,46.4,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,28,"2021-01-17"
"Kristaps Porzingis","DAL",25,1,0,1,33.4,20,9,19,47.4,0,7,0,2,2,100,2,6,8,0,0,0,2,5,35.6,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0,15,"2021-01-17"
"Luke Kennard","LAC",24,1,1,0,20.9,20,7,12,58.3,5,8,62.5,1,1,100,0,4,4,2,2,0,0,2,25.8,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,19,"2021-01-17"
"Marcus Morris Sr.","LAC",31,1,1,0,26.6,20,7,11,63.6,4,7,57.1,2,3,66.7,2,5,7,3,1,1,0,1,34.9,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,26,"2021-01-17"
"Paul George","LAC",30,1,1,0,33.7,20,7,11,63.6,2,5,40,4,4,100,0,7,7,4,4,1,0,2,33.4,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,24,"2021-01-17"
"Domantas Sabonis","IND",24,1,0,1,34.3,19,7,14,50,0,3,0,5,8,62.5,3,11,14,6,1,2,0,4,49.8,1,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,26,"2021-01-17"
"RJ Barrett","NYK",20,1,1,0,29.2,19,5,11,45.5,2,4,50,7,8,87.5,4,7,11,3,4,2,0,3,38.7,1,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,23,"2021-01-17"
"Buddy Hield","SAC",28,1,0,1,35.7,18,5,12,41.7,5,11,45.5,3,3,100,0,4,4,3,2,1,1,4,31.3,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,14,"2021-01-17"
"Donovan Mitchell","UTA",24,1,1,0,37.9,18,7,20,35,0,7,0,4,4,100,1,2,3,7,4,1,2,4,37.1,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,0,12,"2021-01-17"
"Bojan Bogdanovic","UTA",31,1,1,0,33.7,17,6,13,46.2,5,9,55.6,0,2,0,1,2,3,3,4,0,0,1,21.1,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,11,"2021-01-17"
"Immanuel Quickley","NYK",21,1,1,0,21.1,17,7,12,58.3,2,4,50,1,1,100,0,0,0,8,2,1,1,4,33,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,18,"2021-01-17"
"Kawhi Leonard","LAC",29,1,1,0,30.8,17,8,13,61.5,1,2,50,0,0,0,2,5,7,5,1,0,0,2,31.9,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,23,"2021-01-17"
"Malcolm Brogdon","IND",28,1,0,1,33.6,16,7,21,33.3,2,9,22.2,0,0,0,0,2,2,8,2,1,0,2,31.4,0,0,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,0,9,"2021-01-17"
"Richaun Holmes","SAC",27,1,0,1,42.2,16,7,12,58.3,0,1,0,2,2,100,2,5,7,1,0,1,2,5,34.9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,17,"2021-01-17"
"Justin Holiday","IND",31,1,0,1,34.6,15,6,13,46.2,3,9,33.3,0,0,0,1,2,3,1,2,3,0,0,27.1,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,13,"2021-01-17"
"Rudy Gobert","UTA",28,1,1,0,32.9,15,4,5,80,0,0,0,7,13,53.8,4,9,13,1,1,0,2,3,37.1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,22,"2021-01-17"
"Thaddeus Young","CHI",32,1,1,0,19.5,15,7,10,70,0,1,0,1,2,50,1,2,3,3,1,2,2,3,34.1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,19,"2021-01-17"
"JJ Redick","NOP",36,1,1,0,18.4,14,3,5,60,3,5,60,5,5,100,0,0,0,3,0,0,0,0,18.5,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,17,"2021-01-17"
"Mike Conley","UTA",33,1,1,0,30.7,14,6,13,46.2,2,7,28.6,0,4,0,0,3,3,8,1,1,0,2,31.6,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,14,"2021-01-17"
"Otto Porter Jr.","CHI",27,1,1,0,23,14,7,10,70,0,1,0,0,1,0,1,8,9,2,2,1,0,1,28.8,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,21,"2021-01-17"
"Obi Toppin","NYK",22,1,1,0,17,12,5,8,62.5,2,4,50,0,0,0,0,5,5,0,1,1,1,0,23,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,17,"2021-01-17"
"Steven Adams","NOP",27,1,1,0,32,12,3,8,37.5,0,0,0,6,8,75,8,7,15,4,2,0,0,0,34,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,24,"2021-01-17"
"Wendell Carter Jr.","CHI",21,1,1,0,26.6,12,3,7,42.9,1,1,100,5,8,62.5,2,5,7,1,2,5,1,1,37.9,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,18,"2021-01-17"
"Georges Niang","UTA",27,1,1,0,13.7,11,4,6,66.7,2,3,66.7,1,1,100,1,2,3,0,1,0,0,3,13.6,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,10,"2021-01-17"
"Jaxson Hayes","NOP",20,1,1,0,15.9,11,4,6,66.7,0,0,0,3,3,100,1,5,6,0,1,0,0,1,17.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,15,"2021-01-17"
"Patrick Beverley","LAC",32,1,1,0,26.4,11,3,7,42.9,2,4,50,3,4,75,1,4,5,6,0,0,1,2,29,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,18,"2021-01-17"
"Reggie Bullock","NYK",29,1,1,0,28.2,11,4,9,44.4,3,8,37.5,0,0,0,1,6,7,0,1,1,0,2,21.4,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,13,"2021-01-17"
"James Johnson","DAL",33,1,0,1,20.8,10,4,6,66.7,1,2,50,1,3,33.3,0,2,2,0,5,0,0,4,7.4,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,-1,"2021-01-17"
"Marcus Smart","BOS",26,1,0,1,29.4,10,4,15,26.7,0,7,0,2,5,40,0,2,2,2,0,2,0,3,21.4,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,3,-1,"2021-01-17"
"Nicolas Batum","LAC",32,1,1,0,24.9,10,3,8,37.5,2,5,40,2,2,100,0,5,5,0,0,0,0,0,16,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,12,"2021-01-17"
"Patrick Patterson","LAC",31,1,1,0,18.1,10,3,6,50,3,6,50,1,2,50,0,0,0,1,2,1,0,2,12.5,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,6,"2021-01-17"
"Willie Cauley-Stein","DAL",27,1,0,1,27.1,10,5,8,62.5,0,1,0,0,1,0,1,4,5,0,1,0,0,2,15,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,8,"2021-01-17"
"Zach LaVine","CHI",25,1,1,0,31.3,10,1,8,12.5,0,5,0,8,8,100,0,0,0,10,2,3,0,3,32,1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,13,"2021-01-17"
"Edmond Sumner","IND",25,1,0,1,21.3,9,3,7,42.9,1,3,33.3,2,3,66.7,1,2,3,2,2,3,0,4,22.6,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,6,"2021-01-17"
"Elfrid Payton","NYK",26,1,1,0,23.2,9,3,9,33.3,0,1,0,3,3,100,1,3,4,3,2,1,1,2,22.3,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,10,"2021-01-17"
"Kemba Walker","BOS",30,1,0,1,19.6,9,3,13,23.1,1,8,12.5,2,3,66.7,0,3,3,4,5,3,0,1,22.6,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,1,2,"2021-01-17"
"Nickeil Alexander-Walker","NOP",22,1,1,0,33.4,9,3,8,37.5,1,3,33.3,2,5,40,1,4,5,5,0,2,0,2,28.5,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,13,"2021-01-17"
"PJ Dozier","DEN",24,1,0,1,27.9,9,3,5,60,2,3,66.7,1,2,50,1,3,4,3,0,3,1,2,30.3,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,15,"2021-01-17"
"Wes Iwundu","DAL",26,1,0,1,30.4,9,4,7,57.1,1,4,25,0,0,0,1,2,3,1,1,1,0,2,16.1,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,8,"2021-01-17"
"Gary Harris","DEN",26,1,0,1,24.7,8,2,11,18.2,2,7,28.6,2,4,50,1,4,5,0,0,1,0,4,17,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,2,-1,"2021-01-17"
"Javonte Green","BOS",27,1,0,1,17.8,8,2,3,66.7,0,1,0,4,6,66.7,2,3,5,0,1,0,0,1,13,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,8,"2021-01-17"
"Mitchell Robinson","NYK",22,1,1,0,24.2,8,4,5,80,0,0,0,0,0,0,4,3,7,0,1,0,2,4,21.4,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,13,"2021-01-17"
"Royce O'Neale","UTA",27,1,1,0,34.5,8,2,4,50,2,3,66.7,2,2,100,0,5,5,3,1,1,0,4,20.5,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,12,"2021-01-17"
"Daniel Gafford","CHI",22,1,1,0,13.1,7,3,3,100,0,0,0,1,2,50,0,3,3,0,0,0,2,2,16.6,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,11,"2021-01-17"
"Daniel Theis","BOS",28,1,0,1,19.8,7,3,4,75,1,2,50,0,0,0,1,6,7,1,2,0,0,3,14.9,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,9,"2021-01-17"
"Harrison Barnes","SAC",28,1,0,1,41,7,2,8,25,2,6,33.3,1,1,100,0,1,1,4,1,0,0,3,13.2,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,2,"2021-01-17"
"Monte Morris","DEN",25,1,0,1,25.1,7,3,7,42.9,1,2,50,0,0,0,1,0,1,2,0,0,0,1,11.2,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,5,"2021-01-17"
"Ivica Zubac","LAC",23,1,1,0,16.2,6,3,3,100,0,0,0,0,0,0,1,5,6,2,1,1,1,4,21.2,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13,"2021-01-17"
"Reggie Jackson","LAC",30,1,1,0,14,6,3,8,37.5,0,2,0,0,0,0,0,3,3,3,3,0,0,2,11.1,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,4,"2021-01-17"
"Facundo Campazzo","DEN",29,1,0,1,11.2,5,2,4,50,1,1,100,0,0,0,1,0,1,2,1,0,0,5,8.2,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,"2021-01-17"
"Glenn Robinson III","SAC",27,1,0,1,8.2,5,1,3,33.3,1,2,50,2,2,100,0,1,1,0,0,0,0,2,6.2,0,0,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,"2021-01-17"
"Goga Bitadze","IND",21,1,0,1,15.6,5,2,5,40,0,1,0,1,2,50,1,1,2,0,1,2,1,2,15.4,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,"2021-01-17"
"JaMychal Green","DEN",30,1,0,1,19.8,5,2,8,25,1,3,33.3,0,0,0,2,4,6,0,0,0,1,1,15.2,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,5,"2021-01-17"
"Josh Hart","NOP",25,1,1,0,24.8,5,2,5,40,1,3,33.3,0,0,0,2,3,5,3,1,1,0,1,17.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,11,"2021-01-17"
"Nerlens Noel","NYK",26,1,1,0,23.8,5,2,3,66.7,0,0,0,1,2,50,0,4,4,0,0,2,2,4,21.8,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,9,"2021-01-17"
"Patrick Williams","CHI",19,1,1,0,22.6,5,2,5,40,1,1,100,0,0,0,0,5,5,1,1,0,0,4,11.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,5,"2021-01-17"
"Trey Burke","DAL",28,1,0,1,28.7,5,2,7,28.6,0,2,0,1,3,33.3,0,4,4,1,1,1,0,3,13.3,0,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,0,"2021-01-17"
"Chimezie Metu","SAC",23,1,0,1,5.2,4,2,3,66.7,0,0,0,0,0,0,1,2,3,0,1,0,1,1,9.6,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,5,"2021-01-17"
"Daniel Oturu","LAC",21,1,1,0,5.1,4,2,4,50,0,0,0,0,0,0,2,1,3,1,0,0,0,1,9.1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,"2021-01-17"
"Josh Green","DAL",20,1,0,1,32.2,4,1,4,25,0,2,0,2,2,100,1,3,4,1,3,0,0,2,7.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,1,"2021-01-17"
"Paul Millsap","DEN",35,1,0,1,21,4,2,6,33.3,0,1,0,0,0,0,4,5,9,1,1,0,1,2,18.3,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,8,"2021-01-17"
"Ryan Arcidiacono","CHI",26,1,1,0,16.9,4,1,3,33.3,1,3,33.3,1,2,50,0,4,4,5,2,0,0,2,14.3,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,8,"2021-01-17"
"Semi Ojeleye","BOS",26,1,0,1,23.4,4,0,6,0,0,6,0,4,4,100,1,2,3,1,1,0,0,1,8.1,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,"2021-01-17"
"Tyrell Terry","DAL",20,1,0,1,15.4,4,2,4,50,0,2,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,4,"2021-01-17"
"Brian Bowen II","IND",22,1,0,1,5.1,3,1,2,50,0,0,0,1,1,100,0,1,1,0,0,0,0,0,4.2,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,"2021-01-17"
"Derrick Favors","UTA",29,1,1,0,15.3,3,1,2,50,0,0,0,1,1,100,0,1,1,1,0,2,1,2,14.7,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,"2021-01-17"
