"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Jordan Clarkson","UTA",28,1,1,0,25.7,16,5,10,50,2,5,40,4,4,100,2,2,4,2,3,1,0,1,23.8,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,16,"2020-12-28"
"Kevin Huerter","ATL",22,1,1,0,26.8,9,2,8,25,1,5,20,4,4,100,2,1,3,2,1,1,0,3,17.6,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,7,"2020-12-28"
"Miye Oni","UTA",23,1,1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"2020-12-28"
"Rudy Gobert","UTA",28,1,1,0,36.8,12,6,8,75,0,0,0,0,0,0,0,10,10,4,1,1,4,1,44,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,29,"2020-12-28"
"Ja Morant","MEM",21,1,1,0,12.6,7,2,7,28.6,0,0,0,3,3,100,1,1,2,3,4,0,0,1,9.9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,4,"2020-12-28"
"Saddiq Bey","DET",21,1,0,1,30.2,10,3,11,27.3,2,7,28.6,2,2,100,1,6,7,1,0,0,0,1,19.9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,9,"2020-12-28"
"Shai Gilgeous-Alexander","OKC",22,1,0,1,36.4,23,9,21,42.9,1,7,14.3,4,4,100,0,3,3,7,4,1,1,3,39.1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,0,16,"2020-12-28"
"Aleksej Pokusevski","OKC",19,1,0,1,14.4,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,1,1,1,8.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,"2020-12-28"
"Luguentz Dort","OKC",21,1,0,1,31.7,26,9,11,81.8,5,7,71.4,3,4,75,1,1,2,1,3,3,0,4,35.9,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,22,"2020-12-28"
"Timothe Luwawu-Cabarrot","BKN",25,1,0,1,39.9,21,7,17,41.2,3,10,30,4,4,100,1,5,6,2,4,2,1,1,36.2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0,17,"2020-12-28"
"Jarrett Allen","BKN",22,1,0,1,22.4,8,3,6,50,0,0,0,2,3,66.7,5,10,15,1,2,0,0,1,25.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,17,"2020-12-28"
"Michael Porter Jr.","DEN",22,1,1,0,23.6,14,5,11,45.5,2,6,33.3,2,3,66.7,0,9,9,2,0,0,1,2,30.8,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,19,"2020-12-28"
"Grayson Allen","MEM",25,1,1,0,24,3,0,5,0,0,4,0,3,4,75,1,3,4,1,2,1,0,0,10.3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,3,"2020-12-28"
"John Konchar","MEM",24,1,1,0,15.9,2,1,3,33.3,0,1,0,0,0,0,0,2,2,0,0,1,0,0,7.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,5,"2020-12-28"
"Mike Conley","UTA",33,1,1,0,32.4,20,8,15,53.3,2,6,33.3,2,2,100,3,7,10,9,2,1,1,3,49.5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,31,"2020-12-28"
"Paul Millsap","DEN",35,1,1,0,24.7,19,7,8,87.5,3,4,75,2,3,66.7,0,3,3,1,3,0,0,1,21.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,19,"2020-12-28"
"Royce O'Neale","UTA",27,1,1,0,34,9,3,3,100,2,2,100,1,2,50,2,4,6,0,2,1,1,4,20.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,"2020-12-28"
"Brandon Clarke","MEM",24,1,1,0,29,16,6,11,54.5,1,1,100,3,7,42.9,4,3,7,2,0,1,0,0,30.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,4,19,"2020-12-28"
"Brodric Thomas","HOU",23,1,0,1,8.2,5,1,3,33.3,0,2,0,3,5,60,0,0,0,1,2,0,0,2,4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,-2,"2020-12-28"
"Derrick Jones Jr.","POR",23,1,1,0,36.8,5,1,9,11.1,0,5,0,3,4,75,0,2,2,1,1,0,3,4,16.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,-1,"2020-12-28"
"Joe Ingles","UTA",33,1,1,0,20.4,4,2,4,50,0,2,0,0,0,0,0,4,4,3,3,1,0,3,13.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,6,"2020-12-28"
"John Collins","ATL",23,1,1,0,26.2,15,4,7,57.1,1,1,100,6,6,100,2,3,5,2,2,0,1,5,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,15,"2020-12-28"
"LeBron James","LAL",36,1,0,1,35.9,29,11,20,55,3,7,42.9,4,5,80,2,7,9,6,3,2,1,2,54.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,1,32,"2020-12-28"
"Trae Young","ATL",22,1,1,0,32.9,29,6,13,46.2,2,6,33.3,15,15,100,0,3,3,6,3,0,0,2,38.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,28,"2020-12-28"
"De'Andre Hunter","ATL",23,1,1,0,32,11,4,11,36.4,3,7,42.9,0,2,0,0,6,6,3,2,0,0,4,20.7,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,7,"2020-12-28"
"Georges Niang","UTA",27,1,1,0,8.4,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,"2020-12-28"
"Christian Wood","HOU",25,1,0,1,36.8,23,9,20,45,4,5,80,1,2,50,0,3,3,1,0,2,2,1,40.1,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,1,18,"2020-12-28"
"Bojan Bogdanovic","UTA",31,1,1,0,34.7,23,8,17,47.1,5,9,55.6,2,2,100,0,3,3,1,1,2,0,0,33.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0,21,"2020-12-28"
"Cam Reddish","ATL",21,1,1,0,26.2,11,4,10,40,2,5,40,1,2,50,1,6,7,3,1,3,0,2,31.9,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,16,"2020-12-28"
"Hamidou Diallo","OKC",22,1,0,1,19.9,7,3,7,42.9,0,0,0,1,2,50,1,5,6,1,0,1,1,2,21.7,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,9,"2020-12-28"
"Josh Jackson","DET",23,1,0,1,28,27,11,19,57.9,3,7,42.9,2,4,50,1,3,4,2,1,1,1,3,39.8,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,2,21,"2020-12-28"
"Killian Hayes","DET",19,1,0,1,29.4,10,4,12,33.3,2,6,33.3,0,0,0,1,1,2,8,2,2,0,4,28.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,8,"2020-12-28"
"Derrick Favors","UTA",29,1,1,0,11.2,6,3,4,75,0,0,0,0,0,0,1,2,3,0,1,1,0,3,11.6,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,"2020-12-28"
"Donovan Mitchell","UTA",24,1,1,0,34.8,20,8,23,34.8,2,10,20,2,4,50,0,2,2,5,3,1,0,3,29.9,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,2,7,"2020-12-28"
"Gorgui Dieng","MEM",30,1,1,0,13.9,7,3,7,42.9,1,3,33.3,0,0,0,2,3,5,1,1,1,1,0,19.5,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,12,"2020-12-28"
"Isaiah Stewart","DET",19,1,0,1,14.5,2,1,4,25,0,0,0,0,0,0,5,3,8,2,1,0,0,3,13.6,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,5,"2020-12-28"
"Jerami Grant","DET",26,1,0,1,37.6,27,9,20,45,3,8,37.5,6,6,100,1,5,6,1,0,0,1,4,38.7,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,0,20,"2020-12-28"
"Kenrich Williams","OKC",26,1,0,1,11.4,4,2,3,66.7,0,0,0,0,0,0,1,0,1,1,0,0,0,2,6.7,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,"2020-12-28"
"Mason Plumlee","DET",30,1,0,1,33.6,9,4,4,100,0,0,0,1,1,100,5,7,12,6,1,3,0,4,40.4,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,"2020-12-28"
"Sekou Doumbouya","DET",20,1,0,1,10.4,2,1,3,33.3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6.2,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,"2020-12-28"
"Darius Bazley","OKC",20,1,0,1,33.4,9,3,8,37.5,2,4,50,1,2,50,0,11,11,0,3,0,1,1,22.2,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,11,"2020-12-28"
"DeAndre Jordan","BKN",32,1,0,1,29.9,4,2,2,100,0,0,0,0,0,0,1,8,9,5,4,0,4,4,30.3,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14,"2020-12-28"
"Delon Wright","DET",28,1,0,1,21.8,18,5,9,55.6,1,2,50,7,8,87.5,1,4,5,4,2,0,2,3,34,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,19,"2020-12-28"
"Jusuf Nurkic","POR",26,1,1,0,25.9,10,5,7,71.4,0,1,0,0,0,0,2,10,12,3,0,1,0,1,31.9,1,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,25,"2020-12-28"
"Robert Covington","POR",30,1,1,0,37.8,4,2,9,22.2,0,6,0,0,0,0,1,5,6,2,0,3,1,2,26.2,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,9,"2020-12-28"
"Desmond Bane","MEM",22,1,1,0,23.9,6,2,6,33.3,2,5,40,0,0,0,1,2,3,0,1,0,0,3,8.6,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,3,"2020-12-28"
"Landry Shamet","BKN",23,1,0,1,24.1,5,2,5,40,1,3,33.3,0,0,0,0,1,1,1,0,3,0,0,16.7,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,7,"2020-12-28"
"Wayne Ellington","DET",33,1,0,1,20.6,11,4,10,40,2,7,28.6,1,1,100,1,0,1,0,1,0,0,2,11.2,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,3,"2020-12-28"
"Mike Muscala","OKC",29,1,0,1,18.8,9,3,9,33.3,3,7,42.9,0,0,0,1,1,2,1,1,0,1,1,14.9,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,5,"2020-12-28"
"Theo Maledon","OKC",19,1,0,1,19.7,6,2,2,100,1,1,100,1,2,50,0,0,0,2,3,1,0,1,9,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,"2020-12-28"
"Tyus Jones","MEM",24,1,1,0,34.7,9,4,12,33.3,0,2,0,1,1,100,1,4,5,4,1,2,0,2,26,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0,11,"2020-12-28"
